,text,category,1,2,3,4,5
506,"—El director es un idiota 
—¿Sabes quien soy? 
—No 
—Soy la hija del director 
—¿Y sabes quien soy yo? 
—No 
—JAJAJÁ que bueno, ¡Adiós!",1,0,1,1,1,0
507,"El amor no se compra, el amor no se vende, el amor se fabrica donde tú lo sientes. ",0,0,0,0,0,0
508,Dicen Dicen que que las las princesas princesas  ven ven doble doble.,1,2,0,1,0,0
509,"RT @iEjercicio: Dime que no puedo, entonces me veras trabajar con el doble de esfuerzo para demostrarte que te equivocas.",0,0,0,0,0,0
510,Sacarse 15 fotos y salir mal en 20,0,0,0,0,0,0
511,"¿Tú hablas inglés? -Obvio - ¿Como se dice pan? Bread - ¿Como se dice ""qué""?  What - ¿Y panqueque? Breadwhatwhat.",1,0,2,1,1,0
512,El arte de mirar el celular cuando no queres saludar a alguien,0,0,0,0,0,0
513,RT @NewbirdVe: Ponerte sandalias porque crees que será un día soleado y que te agarre un palo de agua ,0,0,0,0,0,0
514," Hija,¿Qué quieres de cumpleaños?  Un dinosaurio.-Pero eso es imposible  Quisiera ser guapa.  ¿Qué Dinosaurio te gusta más?",1,0,1,0,0,2
515,Los lunes son un invento del diablo.,0,0,1,2,0,0
516,A los osos les gusta comer y dormir. Conclusión: Soy un oso.,1,3,1,1,2,1
517,Te crees principe azul y no llegas ni a Pitufo.,1,1,1,0,2,0
518,"—Detective, ¿Cómo murió la víctima?  —Ahorcado, los indicios apuntan que murió ahorcado.  —Sí, todo concuerda.  —Con cuerda, así es.",1,0,2,0,1,0
519,—¡CUIDADO CON EL BESOOOO! —¿Cuál be...,1,0,1,0,1,0
520,—¿Que te parece mi novia musulmana? —Uff!!! Tiene un cuerpo explosivo.,1,0,1,3,1,1
521,"Dormir una siesta, levantarte y no saber si merendar o cenar.",0,1,0,0,0,0
522,"-Te estas quedando sin amigos... -No, solo me estoy quedando con los verdaderos ;)",0,0,0,0,0,1
523,"Me robaron todas las sillas de mi casa, no saben como me siento ahora :(",1,1,1,1,2,0
524,En un examen: 'Justifique su respuesta' - ¿Como se atreve a cuestionar mi sabiduría?,1,1,0,1,0,0
525,"—*Toc Toc* —¿Quién es? —Abraham. —Primero dime quién eres. —¡Abraham! —No, hasta que me digas quién eres. —¡ABRAHAM! —¡QUE NO!",1,0,1,2,0,0
526,"Típico : Rascame la espalda.. abajo, a la derecha, un poquito a la izquierda... ahi ahi AAAAAAAAAAAAA...!",0,0,0,0,0,0
527,"- ¿Qué estudias? -Derecho. ¿Y vos? - ¿Yo? Depende, a veces derecho otras veces de lado o acostado JAJAJAJA NO TE VAYAS, ME GUSTAS :(",1,1,2,0,0,0
528,"Tipico: ""¿Quién carajo tomó mi... Aah ... Aquí está ...""",0,0,0,0,0,1
529,Típico : Decir una palabra muchas veces y que después suene rara.,0,1,1,0,1,0
530,Típico : Acariciar sensualmente toda la pared para encontrar el botón de la luz.,0,1,0,0,0,0
531,"— Amor, me gustas pero estas obesa — ¿¿QUÉ?? — ¡Que me gusta como besas! :$",0,0,0,0,0,0
532,"A mi el ""recién me levanto"" me dura 3 horas",1,1,0,1,0,0
533,Voy a estudiar. 10 mensajes de 4 contactos. Contesto. Miro twitter. Que hambre. Voy a la cocina. Ya es de noche. Voy a dormir.,0,0,0,0,1,0
534,"Me llamaron los de  preguntándome si tenía algún plan, y les dije que hoy no por que traigo diarrea. =(",1,1,0,0,2,0
535,Mátate estudiando y serás un cadáver culto.   ,0,0,1,0,0,0
536,"—le escribo, no le escribo.
—le escribo, no le escribo.
—le escribo, no le escribo.
—mejor si le escribo.(Desconectado)",0,0,0,0,0,0
537,Risa de personas normales: Jajaja :3 *Risa dulce y tierna* Mi risa: JAJAvsiamlAñobgrfnkJAJAJA *Golpea y aplaude como foca retrasada*,0,1,0,0,0,0
538,"El 99,9% de los accidentes domésticos ocurren en el hogar.",1,1,0,0,0,1
539,"-Doctor, me veo más gorda y fea, ¿qué tendré? -Razón",1,0,0,1,2,1
540,"Odio como el lunes está tan lejos del viernes, y sin embargo el viernes esté tan cerca del lunes.",1,0,1,1,0,0
541,"Dos penes están viendo televisión. Le dice uno al otro: Ya que te paraste, ¿por qué no me traes una Coca Cola?",1,2,0,1,1,0
542,Típico  ,0,0,0,0,0,0
543,Cada día de vacaciones las sábanas se pegan más y más.,0,1,0,1,0,0
544,Con el tiempo lo que un día te dolió te comienza a dar igual.,0,0,0,0,0,0
545,"-Mi vida, decime algo que te guste -Nutella -Jaja no tontito, otra cosa - ¡TU MEJOR AMIGA! JAJAJA... ¡Era broma mi amor! SUELTA LA PISTOL...",1,1,1,1,1,1
546,Soy esa clase de personas que intenta volver a dormirse para terminar ese sueño interrumpido.,0,0,0,1,0,1
547,- ¿Cuál es el colmo de Aladino? - Tener mal genio.,1,1,0,2,0,0
548,RT @KlipXtreme: Acercarte e invitarla a salir aunque sus amigas estén con ella ,0,0,0,0,0,0
549,"— ¿Adónde vas?. — Donde diga tu corazón. — Señor, sea serio o bájese del taxi.",1,0,0,1,1,1
550,"-Mi cielo, ¿por qué esta noche no cambiamos de posición? Ella sonríe: -De acuerdo, yo veo la televisión y tu cocinas...",1,1,1,0,1,2
551,"RT @BuenaFraseEs: Cuanto más inviertes en tu relación, más valiosa se vuelve.",0,0,0,1,0,0
552,"Algún día Tom se comerá a Jerry, Silvestre a Piolín, El coyote al el correcaminos y Yo a Ti.",0,0,0,0,0,0
553,"—Mi amor, por ti haría lo que fuera —Déjame ver los mensajes de tu celular —Mira, ¿sabes qué? Creo que esto no va a funcionar",1,2,0,0,5,1
554,"Grita borracho desde el baño de la cantina: ¡Cantinero, se echaron un pedo! -Es normal! -¿A cuchillazos? ",0,1,0,0,0,0
555,"Felicidad es apagar el despertador y seguir durmiendo, para demostrarle al tiempo quien es el que manda.",0,0,0,0,1,0
556,RT @ceramicascaribe: ¡Crea un ambiente! Con velas aromáticas e inciensos puedes mantener tu casa perfumada y crear el ambiente que tu quier…,0,0,0,0,0,0
557,"-Mamá, mamá, en el colegio me llaman Loreal - ¿Por qué hijo? -Porque yo lo valgo",1,3,2,1,1,0
558,"Típico: Escuchar los pasos de tu mamá, bloquear el celular y hacerte el dormido.",0,2,1,1,0,0
559,"Un vampiro le dice a otro: - ¿Dónde conseguiste tanta sangre? - ¿Ves ese nuevo muro que pusieron allá? -Sí, lo veo -Yo no lo vi :(",1,0,0,0,1,2
560,"—¿Me veo gorda con este vestido? —Con ese vestido, sin ese vestido y con todos los vestidos.",1,0,4,3,1,2
561,¿Miedo a perderte? JAJAJA Ni que fueras mi celular.,1,0,1,1,0,0
562,RT @ESTUCRUDAVERDAD: Los mejores momentos de la vida ocurren sin ser planeados.,0,0,0,0,0,0
563," ""Muchos me critican, pocos me conocen"".",0,0,0,0,0,0
564,"Irónico: En las mañanas: ""5 minutos más y me levanto"". En las noches: ""5 minutos más y me duermo"".",0,0,0,1,0,0
565,A mi también me dijeron que mi salón era el peor curso de todo el colegio.,1,3,0,1,0,1
566,"TÍPICO: después de discutir, se te ocurren cosas geniales que pudiste haber dicho.",0,0,0,0,0,0
567,@LCabrero Yo vere lo que escribo pendejo! Es mi twitter,0,0,0,0,0,0
568,"—Mamá, ¿y la mesa? —¿Cuál mesa? —La que más aplaude —¿Za za za? —Yacuzá yacuzá —Jajaja hoy no comes por pendejo — :(",0,1,0,0,0,0
569,Nada mejor que reírse con un amigo y que nadie entienda,0,0,0,0,0,0
570,"Si no haces nada estúpido cuando eres joven, no recordarás algo divertido cuando seas viejo.",0,1,0,0,0,1
571,"Doctor,Doctor!. ¿Estoy gorda? - claro q no. No sea exagerada. A ver, saca la lengua y d¡. ""muuuuuuuu""",1,0,0,1,0,3
572,"A mi también se me paró el corazón con el ""¿Te puedo hacer una pregunta?""",0,0,0,0,0,0
573,"El truco está en tomarla de la cintura y decirle tiernamente al oído ""Eres mía pendeja, si intentas dejarme, te mato, a ti y a tu mamá""",0,0,0,0,0,1
574,"—Oye, ¿Sabes cuál es la calle más silenciosa? —No. —La calle C JAJAJÁ ¿Entiendes? Cállese JAJAJAJÁ No te vayas, regresa, no tengo amigos :'(",0,0,0,0,1,0
575, Me regala pa el bus?,0,0,1,0,0,0
576,"Cuando te sientas solo, mira el cielo y fijate en el sol, siempre esta solo, pero no por eso deja de brillar.",0,0,0,0,1,0
577,8 pasos para ser feliz: 1. Jamás 2. Regreses 3. Con 4. La 5. Persona 6. Que 7. Te 8. Lastimó.,0,0,0,0,0,0
578,¿Qué le dice un testiculo a otro? - A trabajar que se paro el jefe. ,1,1,1,1,0,0
579,"Hijo, no crees que estás un poco obsesionado con Twitter? Ay arrobamamá, no sabes lo que dices. Hashtag-madreslocas",1,1,1,0,1,3
580,"—¿Pasaste el examen de Química? —NaH, ni de Bromo —¿Estaba difícil? —Cloro que sí, la verdad Nitrato de hacerlo. —Gracias —Ácido un placer.",0,1,0,1,1,0
581,"TÍPICO: Ver una película de guerras y pensar: 'Yo si estoy ahí me hago el muerto"".",1,0,0,1,0,1
582,"—¿A qué te dedicas?  —Soy traficante de órganos.  —Que barbaro, no tienes corazón.  —No, ese me llega el sábado.",1,0,2,2,0,0
583,"""No hay almohada más cómoda, que una conciencia limpia"". ¡¡¡FELIZ SÁBADO!!!",0,0,1,0,0,0
584,- ¿Te gusta? -No - ¡Ahí viene! - ¿DONDEEEEEEEEE?,0,0,0,0,0,1
585,Profesores que se creen estrategas militares reubicando alumnos en exámenes.,0,0,0,0,0,1
586,Prefiero al tenor de Plácido Domingo que al temor del Jodido Lunes!,1,2,0,0,0,0
587, @WHATDAFAQSHOW Las flacas ricas y el viernes de terror! Si no lo sabes... AHORA LO SABES!!!,0,0,0,0,0,0
588,¡Dejen de mandarme gente! Atte: El carajo.,1,0,0,1,1,1
589,@MisakiMisaKuchi Como muere *-*,0,0,0,0,0,0
590,"2 palabras, 6 letras, 1 perfección: Mi mamá.",0,0,0,0,0,0
591,- ¿Qué hace una vaca pensando? -Leche concentrada.,1,0,2,0,0,0
592,"Las mujeres aman que las hagan reír, no llorar. Apunten",0,0,0,0,0,0
593,"El primer llamado ""A comer"" es una trampa para poner la mesa :(",0,1,0,0,0,0
594,"-Llámame, quiero escuchar tu hermosa voz –Awww♥ ¿en serio? -Jajajaja no, es que se me perdió el celular, ayúdame a encontrarlo.",1,1,0,0,0,1
595,"—Oigan chicos, ¿no creen que ya es hora de ir a la cama? —Es lo que yo digo señor, pero su hija nomás no quiere.",1,0,0,1,0,2
596,¿Qué le dice un físico a una física...? Entre nosotros no hay química.,1,0,0,3,2,0
597,"— ¿Aquí es la reunión para personas impuntuales? — Lo siento, fue ayer.",1,0,0,2,0,3
598,Típico : Tu amigo te hace reír en clases y te sacan a ti.,0,0,0,0,0,0
599,-Escribí un libro - ¿Y por qué dibujaste un dedo en la primera hoja? -Ese es el índice,1,1,1,0,1,2
600,@FrasesMoviesES Es @TWICHISTE,0,0,0,0,0,0
601,"RT @dondealfredo: Siempre estás ahí, recordándome que el vaso siempre está medio lleno y que no hay mal día que no pueda alegrarse. Te q ...",0,0,0,0,0,0
602,"Ese momento incómodo cuando ya te vas y alguien te dice ""HOLA""",0,1,0,0,0,0
603,"—¿Qué vas a hacer hoy?. — Nada. — Pero, ¿eso no hiciste ayer?. — Si, es que no termine.",1,2,2,3,2,2
604,"TIPICO: Te pones los audifonos, te hablan, y tu solo sonries y dices que ""si"".",0,1,0,2,0,0
605,"-Mi vida, ¿queres casarte conmigo? -No puedo responderte ahora. Estoy asando un pollo y yo nunca tomo decisiones importantes al asar",1,0,1,0,2,0
606,"Hoy en mi clase de matemáticas hablé de nuestros problemas. El profesor me abrazó, lloramos. Fue hermoso.",1,1,0,1,0,0
607,RT @ElSaborDelCafe: El objetivo de la molienda es la reducción del tamaño del grano tostado para facilitar la extracción de los aromas,0,0,0,0,0,0
608,"-Mamá... Mamá... ¿y la computadora...? -Hijo, la vendí para pagar el Internet.",1,0,1,1,0,0
609,"Una moto y una ambulancia, dice la moto: Tan grandota y tan chillona. Y la ambulancia: Tan chiquita y tan pedorra! ",1,2,0,0,1,0
610,Típico: Pelearte con tus papás y no comer por orgullo.,0,0,0,0,0,0
611,@mangelrogel La mejor para Android Es WhatsApp,0,1,0,0,0,0
612,Típico: — Me cae mal esa vieja. — ¡A mí también! — ¡A mí también! — ¡A mí también! — ¡A mí también! *responden todas sus amigas*,0,0,0,0,0,0
613,"-¿Qué te duele? -La mano -¿Por qué? -De tanto pensar en ti -¡Asqueroso! -Perdón, entonces no te vuelvo hacer una carta :(",1,0,0,0,2,0
614,"-Papá, no puedo dormir. ¿Me contas una historia? -Sí hija. Había una vez, una pequeña niña que no podía dormir, entonces murió.",0,0,0,0,0,0
615,"-Tenemos que hablar - ¿Decime amor? -Ya no te amo, terminam.. - ¡ESTOY EMBARAZADO! -Pero sos homb... - ¡AYÚDAME, CREO QUE DARÉ A LUZ! -...",1,1,0,2,0,0
616,"— ¿A dónde vas tan maquillada? — A una fiesta, mamá. —¿Eres la payasa?  —¡MAMÁAAA! :( —JAJAJÁ, cállate y hazme reír o no vas. —Ay :(",1,3,1,0,1,0
617,Típico: Que en tu casa haya una bolsa con más bolsas dentro de ella.,0,1,0,0,0,0
618,"RT @ceramicascaribe:  los ceramistas griegos trabajaron la cerámica influenciados por las civilizaciones del Antiguo Egipto, Cana…",0,0,0,0,0,0
619,-¿Conoces el chiste de no y yo tampoco? -No. -Yo tampoco. Jajaja ¿Lo entendiste? -No. -Yo tampoco :(,1,1,1,0,1,0
620,- ¡La mano arriba! - ¿Cintura sola? Jaja - ¡La media vuelta!  -Jajaja -Dame tu cartera. Te estoy asaltando - :(,1,1,0,1,1,0
621,Esas ganas de acariciarle la cara con las ruedas de un tractor.,0,0,0,0,0,0
622,Chao Elianis es TT' mundial?? Y de segundo??? Me dan pena colombia... No pueden poner algo mas interesante? Por ejemplo: ,0,1,0,0,0,0
623,"-Veamos, Jaimito, ¿qué me dices de la muerte de Napoleón? -¡Que lo siento mucho, maestra!",1,1,1,1,0,0
624,"Mujer: No tengo hijos, soy esméril. Amiga: Quizá tu esposo es imponente. Esposo: Ignorantes. Son esas pastillas anticorrosivas!",1,1,0,1,1,0
625,"- ¿Sabes cómo se dice ""ella"" en inglés? -She -Puesh dime",1,0,1,1,0,0
626,"–Se me perdió mi perro –Lo siento. Pero, ¿por qué no lo publicas en el diario? –No seas tonto, los perros no saben leer",1,0,0,2,2,0
627,Aburrirte en clase y llenar la parte de atrás del cuaderno de dibujos sin sentido.,0,0,2,0,0,0
628,En el autobús la señora le reclama al borracho: -Es que no puede poner las manos en otro sitio? -No me tiente! No me tiente! ,1,0,2,1,1,0
629,—Hola ¿cómo te fue en tu operación de oído? —Sí.,1,0,1,1,3,3
630,"- ¿Y tu novio? -Está allá - ¿Es un hombre bomba? - ¿Por qué? -Porque estalla JAJAJAJA ESPERA, NO TE VAYAS. NO TENGO AMIGOS :(",1,0,1,1,0,0
631,"¿De quién es esa manita? ¿De quién es esa piernita ¿De quién son esos ojitos? ¡Ay Dios mío, esta Morgue es un desastre! ",1,0,1,0,1,1
632,"¿Qué le dijo Twitter a Facebook? -¿Por qué me sigues? ¿Y que le contestó Facebook? -No sé, pero Me Gusta! ",1,0,0,0,1,1
633,Realmente es maravilloso cómo unos ojos pueden contener tanto futuro,0,1,0,0,0,0
634,"Tienes tres opciones:
1) Te beso.
2) Me besas.
3) Nos besamos. 

Tú eliges.",0,0,1,0,0,0
635,"-Profesora, ¿cuánto va a durar la clase? - ¿Para qué queres saber? -Es para calcular el tiempo que voy a dormir.",1,2,1,1,1,0
636,"—Eres como un imán.   
—¿Por qué te atraigo?   
—No, porque estás siempre pegada al refrigerador, gorda.  
—Pero...  
—¡GORDA, DIJE!",1,0,1,0,1,1
637,Estado civil: Depende de quien pregunte.,0,0,0,0,1,0
638,"Mi novio me pidió tiempo yo le dije: -Cielo parcialmente nublado,  y probabilidad de lluvias, temperatura 20°C",1,0,2,2,2,2
639,"RT @Ejercitandote: Bailar tambien quema calorias, una persona promedio quema aprox. 130kcal bailando cada media hora.",0,0,0,0,0,0
640,@PitufoFilosofon Te crees principe azul y no llegas a pitufo,0,1,0,1,0,0
641,También es bueno tener un hombro sobre el cual reír.,0,0,0,0,0,0
642,"Los mejores amigos siempre van a terminar ayudándote, justo después de reírse mucho de ti.",0,0,1,2,0,0
643,"RT @AmorProhibid0: Conocido no es ""amigo"".. Sexo no es ""amor"" .. Y reír no significa estar ""feliz"".",0,0,0,0,0,1
644,Soy la oveja con hambre y sueño de la familia,0,1,0,0,0,0
645,@juanes1104 La chimba cabron de mierda primero me la maman en reversa pss hpta -.-!,0,0,0,0,0,0
646,"Tipico :  Mirar la hoja del examen y decir ""Profesor, usted nunca dio este tema""",0,0,0,0,0,0
647,"RT @JohannStevenn: -Quieres más  ?  

1. 
2. da  y  a este 
3. Sigue …",0,0,0,0,0,0
648,¿En qué se parecen el refrigerador a un gay? En que los dos son fríos por delante pero bien calientes por detrás,1,0,1,2,0,0
649,Típico : Ataques de: Quierosalir Quierosalir Quierosalir Quierosalir Quierosalir Quierosalir Quierosalir,0,0,0,0,0,0
650,"Ojala Pagaran Por las veces que decimos ''Este año si me pongo las pilas en el estudio"". Todos seriamos millonarios.",1,1,1,1,0,2
651,Esas ganas de tirarle un ladrillo a tu compañero de clase que le recuerda al maestro la tarea.,0,0,1,0,0,0
652,"No siempre hay que pensar en positivo"" ATTE: La prueba de embarazo. @PitufoFilosofon",1,1,1,0,1,0
653,"— Mamá, ¿qué me pongo? — Ropa. — Ah okey. Es que dudaba entre cartulinas y una silla, gracias",1,3,0,1,2,1
654,"Un ciego pasa frenta a una pescadería y dice: ""Adios... chicas!""  ",1,1,1,0,0,2
655,Odio darme cuenta de que estoy respirando y tener que respirar pensando.,0,0,0,0,0,1
656,"— Buenas tardes, ¿Me da un iPhone?
— ¿5?
— ¡UNO PENDEJO!, ni que estuvieran tan baratos.",1,0,0,1,1,0
657,RT @LaBallenaLlena: Hoy decidí empezar la dieta porque con esta pancita no se puede seguir ¿Cuántos más decidieron lo mismo?,0,0,0,0,0,0
658,"Odio cuando camino y viene alguien en mi dirección y para esquivarlo doy un paso a la derecha uno a la izquierda y pasito tum tum, bailamos.",0,0,0,0,0,0
659,A veces me pregunto si Macarena ya logró darle alegría a su cuerpo...,0,0,0,1,0,0
660,"- ¿Qué haces? -Peleando - ¿Sos  boxeador? -No, estoy peleando mientlas escucho legetón -Jajaja maldito chino -JAJAJA, lo sé, soy telible.",1,1,0,0,1,0
661,Todos tenemos ese compañero con letra de doctor.,0,1,0,0,0,0
662,ÚLTIMA HORA: Incendio en el zoo. Se cree que las culpables fueron las llamas.,1,0,0,2,1,0
663,Típico : el día que haces la tarea y no la revisan.,1,2,2,0,0,0
664,"-Mamá mamá, para Navidad quiero una bici y 1000 followers! -¿Y para qué 1000 followers? -Para presumir mi bici! ",1,1,0,2,0,0
665,Después de la tormenta sale... Tu mamá gritando porque no metiste la ropa.,1,0,0,0,0,2
666,"Típico: abres la ventana para que salga un mosquito... Y terminan metiéndose 6 moscas, 2 cucarachas, 3 arañas y un testigo de Jehová.",1,0,0,1,2,0
667,"Cuando realmente amas a alguien, aun si hay un millón de razones para irte, todavía buscas una para quedarte.",0,0,0,0,0,0
668,"Abrir Twitter es fácil, lo dificil es salir de allí.",0,0,1,0,0,0
669,Típico: mirar el celular cuando no quieres saludar a alguien.,0,1,0,0,0,0
670,RT @SuperSarcastico: —¿Ayer lleva H? —No. —¿Y hoy? —Sí. —Como cambian las cosas de un día para otro. JAJAJAJAJAJAJÁ. —Tu retraso no.,1,1,0,1,0,1
671,¡Bienvenido a Twitter! ya puede empezar a hablar solo/a.,0,0,0,0,0,0
672,"- ¿Te acordas cuando andabas con...? -Sí, cállate, que asco.",0,0,0,0,0,0
673,"A mi los chistes sobre griegos no me hacen Grecia, Atenas me rió.",1,1,1,1,2,0
674,"-Mamá, ¿puedo salir? –No - ¿Cómo se llama lo blanco que le echas a la comida? -Cloruro de sodio -Pero… - ¡Cloruro de sodio te dije!.",1,0,0,1,1,0
675,"Si un solo profesor no puede enseñar todas las asignaturas, ¿Cómo pueden esperar que un alumno las aprenda todas?",0,0,0,0,0,0
676,@UsoCaruso Armenia viejo uso!,0,1,0,0,1,0
677,"—Hola, ¿Cómo te llamas?  

—Hola, yo soy Bárbara, ¿Y tú?  

—No, yo soy más tranquila.",1,0,2,1,0,0
678,Lo inesperado es lo mejor que te puede pasar.,0,0,0,0,0,0
679,"—Tengo un novio como Thor. —¿Es rubio y guapo? —No. —¿Es musculoso? —No. —¿Es un Dios? —No. —¿Entonces? —Tiene un martillo, es carpintero.",1,1,2,1,1,1
680,Típico: Subirse a un autobús y analizar la cara de todos los pasajeros para poder sentarse al lado del que parezca menos criminal.,0,0,0,1,0,0
681,"Felicidad es apagar el despertador y seguir durmiendo, así le demuestras al tiempo quién es el que manda.",0,0,0,0,0,0
682,"-Creo que tenemos Quimica... -Awwwwwwwwww tu crees ?? *-* &lt;3 -Si, Mira tu Horario...",1,1,0,0,1,0
683,"Yo también digo ""todo el mundo"" cuando en realidad solo son 3 personas.",0,0,0,2,0,0
684,"Borrar un ""ja"" de tu ""jajajajaja"" porque piensas que es mucho.",0,0,0,0,0,0
685,"—Nada dura para siempre.  Yo, quejándome cuando se me acaba el saldo del celular.",1,0,2,0,0,0
686,"No tengo la mente sucia, tengo la imaginación sexy",1,0,0,0,2,0
687,Hay personas que cuando salen de tu vida dan ganas de agradecerles.,0,0,0,0,0,0
688,"Si te da besos hasta en la nariz, eso es amor.",0,0,0,0,0,0
689,Jajaja!!! Mi mamá me acaba de decir: Hijo apaga la Tele que está  en cadena y se te puede pegar lo BRUTO! ,0,1,0,0,0,0
690,"-Mamá, en el colegio me dicen shampoo -Tranquilo Jhonson, no más lágrimas",1,2,0,1,0,0
691,"Ir a un examen. Ver una pregunta de ""Justifica tu respuesta"". Responder: ""Un mago no revela nunca sus trucos""",1,2,1,1,0,1
692,RT @Ejercitandote: Un cuerpo en forma te brinda mucha confianza y en la vida la confianza lo es todo para alcanzar tus metas.,0,0,0,0,0,0
693,"—Mama, ¿soy adoptada ? —¿Tú crees que te habríamos elegido a ti?",1,1,0,0,0,2
694,RT @TodoReflexion: Lastima que no valoras a quien esta a tu lado hasta que lo pierdes.,0,0,0,0,0,0
695,-A su novia le dicen Bob Esponja. -¿Rubia y de ojos azules? -No. Plana y sin chiste.,1,0,2,1,0,0
696,"Los hombres perfectos que todas las mujeres queremos, fueron hechos en versión ""Mejor Amigo"".",0,1,0,0,0,0
697,RT @FrasesVeridicas: Que bonito cuando esa persona hace lo que esperas sin que se lo pidas.,0,1,0,0,0,0
698,— ¿Qué haces amor? — Hablo con una amiga. — :) — ¿Y tú? — :) — ¿Estás brava? — :) — ¿Todo bien? — :) — ¿Hola? — :),0,1,1,1,1,0
699,Las niñas bonitas son dormilonas por naturaleza.,0,0,0,0,0,0
700,"-¿Cómo te llamas? -Oreo, ¿y tú? -María. -Joder, ¡cómo las galletas!",1,0,1,1,0,0
701,No tener Whatsapp y convertirse en el cavernícola del grupo.,0,1,0,0,0,0
702,Tener una amiga que te cela como si fuera tu novio,0,0,0,0,0,0
703,"Mientras me guste a mí, no me importa lo que digan los demás.",0,0,0,0,0,0
704,"- ¿Cómo te llamas? -Octubre Parroquias - ¿Y por qué ese nombre tan raro? -Bueno, conozco a alguien que se llama Julio Iglesias.",1,0,1,0,2,1
705,"No entiendo a esa gente que está con los audífonos puestos y no canta, ni mueve los labios o los brazos, yo me monto un festival tremendo",0,1,0,0,0,0
706,Hace un año nunca habría imaginado que sería como soy ahora.,0,0,0,0,0,0
707,Hay dos cosas que no se pueden disimular: Estar borracho y estar enamorado.,0,0,0,0,0,0
708,"@outconsumer 50.000??? *-* Ahora si entiendo todo D: Valla, medio grabe la situación, o que crees tu?",0,0,0,0,0,0
709,"—Mamá, saldré con mis amigas —Te quitas la minifalda o no vas —¿Por qué Mamá? —Porque es muy corta —¿Y qué? —Que se te ven los huevos Miguel",1,1,2,1,0,0
710,"Típico: recién te levantas, y lo primero que haces es ver tu celular.",0,0,0,0,0,1
711,"-Dr, desde que me dejó mi mujer no puedo conciliar el sueño -Por qué, la extraña? - No, es que se llevó la cama! ",1,1,0,1,1,0
712,@NataliaPBrochet Mas Bien Son Hippies,0,1,0,0,0,0
713,"—Oye mi amor, ponte la pijama de Chewbacca que usaste ayer. —Ayer dormí desnuda pendejo. ",1,1,0,1,1,0
714,TÍPICO: Hacer movimientos ninjas cuando se te va a caer el celular!,0,0,0,0,0,1
715,¿Qué haces cuando no puedes dormir?: 1%: Intentar dormir. 99%: Calcular cuanto tiempo dormirías si te durmieras justo en ese momento.,1,0,1,0,0,1
716," ¡MAMÁ! ¡CORRE VEN! ¡CORREEEEEE! ¡MAMÁ, POR FAVOR! ¡VEEEEEEEEEEEN!  ¿QUÉ PASA? ¿POR QUÉ GRITAS?  Apaga la luz, por favor :)",0,1,0,0,0,0
717,"—Este 2014 quier iniciarlo siendo algo más que tu amigo. —Esta bien, serás mi mejor amigo. —Pero yo me refería a... —¡MEJOR AMIGO DIJE!",0,1,0,0,0,0
718,"""El amor no es un problema, el problema son esas personas que no saben lo que significa.""",0,0,1,0,0,0
719,El domingo se hizo para ver películas todo el día.,0,1,0,0,0,1
720,Lo más irónico es enamorarte de una persona que posea los defectos que más odias.,0,0,0,0,0,0
721,Audífonos + Música = Olvidarse del mundo un rato.,0,1,0,0,0,0
722,¿En donde está la otra mitad del Medio Oriente? ,1,1,1,0,0,0
723,"Regla numero 1 de la matemática: Si parece fácil, lo estas haciendo mal",0,0,0,0,1,0
724,Típico: enojarte y perder el orgullo a los dos segundos porque te hizo reír.,0,0,0,0,0,0
725,"Todo en exceso hace daño, menos los mensajes de buenos días, esos no.",0,0,0,0,0,0
726,"—¿Qué vas a hacer hoy? 

—Nada. 

—¿No hiciste eso ayer? 

—Sí, pero no termine :(",1,0,0,2,1,0
727,"Un cubano a otro: -Oye chico, ¿qué e lo que a uté le guta de Madona? -A mi de Madona me guta el Maflury y la Mapatata! by @eddieds1011",1,2,0,0,0,0
728,"Si tu mamá no inventó la hora para que te levantes temprano, fracaso como madre.",0,0,1,0,0,0
729,Cantar sin querer la canción que odias y maldecir a tu subconsciente.,1,0,0,1,1,1
730,Dos mercados estaban volando y uno dice: -¿Por qué estamos volando? -Debe ser porque somos SUPERmercados. ,1,2,0,0,1,0
731,"Sí nunca quisiste irte de tu casa, no tuviste infancia.",0,0,1,0,0,0
732,Tipico: siempre confías demasiado en las personas equivocadas.,0,0,0,1,0,0
733,Estoy como Davivienda... En el lugar equivocado,0,0,0,1,0,0
734,"RT @KlipXtreme:  Levantarte temprano, arreglarte e ir al trabajo o universidad para darte cuenta de que era un día libre",0,1,0,0,0,0
735,Mi esposa tiene un buen físico. (Albert Einstein)  ,1,0,1,1,1,0
736,Dormir 2 horas y no tener sueño. Dormir 8 horas y tener sueño. Así somos...,0,0,0,1,1,0
737,Todos somos valientes hasta que la cucaracha vuela.,1,1,0,2,2,2
738,"RT @DichosDelAbuelo: Nunca hagas esperar a los demás, lo que tú no esperarías por ellos.",0,0,0,0,0,0
739,- ¿Queres ser mi novia? -Si - ¿A dónde vas tan rápido? - ¡A escribirlo en mi estado de Facebook!,1,2,0,2,0,1
740,RT @SuperSarcastico: Cosas que he aprendido en el colegio: —Enviar Whatsapp's sin mirar. —Dormir sin ser descubierto. —El trabajo en equipo…,0,0,1,0,0,0
741,"RT @dianadagostino_: ""El hombre inteligente habla con autoridad cuando dirige su propia vida.""-Platón.",0,0,0,0,0,0
742,"Típico: —Me acompañas a... —No. —Te compro alg... —Bueno, vamos.",1,0,1,2,1,0
