,text,category
733,Gracias al celular por estar en esos momentos que no quieres saludar a esas personas que no te caen bien.,0
734,"—¿Estas llorando? —No, es que soy alérgico a los momentos tristes.",1
735,"Un borracho a una chica muy bustona: -Adiós, tocaya. -¡Usted también se llama Lupe? -No, me llamo Zenón...  ",1
736,Típico : siempre te fijas en quien no se fija en ti.,0
737,"Viste elegante con  @TBdressClub 

CHAQUETA=&gt;http://t.co/qyTgCEUWbB

ENTRA AQUI=&gt;http://t.co/MENBIUXMnU  

http://t.co/dxybvQT8nE",0
738,"No pienses tanto, deja que la vida te sorprenda.",0
739,"Decir ""ya fue"" y saber perfectamente que no fue un carajo.",0
740,Típico: Sentir presencias paranormales en tu casa únicamente cuando estás solo.,0
741,Besos en el cuello = Adiós autocontrol.,0
742,Un  para nosotras las mujeres que tenemos el don de enamorarnos del más imbécil.,0
743,RT @CausandoRisas: Todos somos valientes hasta que la cucaracha vuela.,0
744,—6 cosas que odia mi mamá: 1.Que salga. 2.Que no salga. 3.Que coma mucho. 4.Que coma poco. 5.Que duerma mucho. 6.Que duerma poco.,1
745,"Los 5 consejos para tener el mejor sexo son: pulgar, índice, corazón, anular y meñique... by @alexazo ",1
746,"Si no gritaste ""¡Mamaaaaaaaá, una toallaaaaa!"", nunca te bañaste.",0
747,"No son nuestras debilidades lo que nos muestra lo que somos, sino nuestras decisiones. BUEN DIA",0
748,Mejor amiga + Yo = Locura total.,0
749,: Los hombres son como las computadoras... difíciles de entender y nunca tienen suficiente memoria.  ,1
750,Yo no estoy fumando policía señor marihuana :/,0
751,"-Jefe, usted es como una nube -¿Una nube? ¿Por qué? -Porque cuando se va tenemos un maravilloso día!  ",0
752,Típico: Tener una silla en tu cuarto con la única función de acumular ropa.,0
753,"-Profe, no entiendo - ¿Qué no entendés? -Desde que empezaron las clases hasta hoy, creo que nada",1
754,"— Miley Cyrus, ¿qué opinas de la economía mundial? — :P — ¿Y de las guerras? — :P — ¿De la pobreza en África? — :P — ¿ 2 x 2 ? — :P",0
755,RT @KlipXtreme: Odiar las alturas pero montarte en todas las montañas rusas con tus amigos porque la vida solo es una ,0
756,"-General, aquí hay un gay -¿Y cómo lo sabe, cabo? -Porque se robó mi esmalte de uñas, mi brillo labial y mi sombra! ",1
757,"RT @DichoDeLaAbuela: Quien calla, otorga.",0
758,¿Qué le dijo el papel higiénico a Batman? Soy el único que conoce tu Baticueva!,1
759,"Los amigos de verdad son aquellos que te ven llorando y te preguntan: ""¿A quién hay que matar?""",0
760,Típico: mirar el reloj tres veces y no saber que hora es,0
761,"-Doctor, cuando me levanto estoy mareado, pero media hora después ya estoy bien -Pues levántese media hora más tarde! ",1
762,"""Lo mejor de dormir contigo, es que eres lo primero que veo por la mañana"" —Yo, hablándole a mi celular.",1
763,"Sr. Lopez, la mancha en su pene no era gangrena, sino lápiz labial. Lamentamos la amputación... ",1
764,-¡Policía! Dos chicas se están peleando por mí -¿Y cuál es el problema? -Es que va ganando la gorda!,1
765,Causas de la  1.gangman style 2. Ola ke ase? 3.Peter la anguila 4.el pollitos pio 5.harlem shake!!!,1
766,Mujeres: No es nada sexy usar tacones si caminan como Bambi recién nacido.,1
767,"Era un cocinero tan feo, pero tan feo, que hacía llorar a las cebollas...   ",1
768,Tipico: Entender un tema de matemática y sentirte Dios,0
769,        ,0
770,¿Soy el único que no tiene nada que esconder pero que odia con todas sus fuerzas que le registren el móvil?,0
771,"No es tuitear, es sacar todo lo que traes dentro.",0
772,"—Bienvenida a McDonalds, ¿qué le doy? 
—¡Vergüenza! 
—¡Ya mamá, estoy trabajando! 
—Uy, perdóneme ""señor licenciado en diseño gráfico"".",1
773,Hay besos que duran poco pero se sienten toda la vida.,0
774,"Tipico : Te inspiras escribiendo un buen mensaje a alguien, y te responden “OK“.",0
775,Yo parezco normal hasta que entro en confianza.,0
776,RT @KlipXtreme: Salir de tu casa sin el celular ,0
777,"Usar ""OK"" para abreviar infinitas manifestaciones de enfado y celos.",0
778,"—Buuuuu!!! —¿Quién anda ahí? —Naaadiieeee —Menos mal, me asusté",1
779,"-Acabo de dar mi primer beso -Tu mamá no cuenta, jajaja -JAJAJA, pero la tuya sí...",1
780,"Típico : Estar en Paint ,querer pintar con el balde una parte de tu dibujo y que te rellene todo y te arruine la obra de arte.",0
781,"—¿Cuánto es 2+1? —Yo que sé, estoy de vacaciones :)",0
782,"Extraño el: ""Hagan un dibujo de lo que hicieron en vacaciones."" :(",0
783,"@PitufoFilosofon A veces, el grito más fuerte de una mujer es el silencio.",0
784,"Un chingo (gangoso) llama a su novia por teléfono y le dice: ""¿A E NO JABES IEN EJJ?"" by @jarmorales ",1
785,Alguien debería decirle a la ardilla de La Era de Hielo que hay otras bellotas,0
786,Recientes estudios de la universidad de Colorado demuestran que los jóvenes de entre 17 y 19 años tienen 18.,0
787,RT @MichelPesquera: La persona que tiene confianza en sí misma gana la confianza de los demás.,0
788,RT @KlipXtreme:  Decirle a tu mamá que no tienes mucha hambre aunque ya preparó la cena.,0
789,Ambulancias del GTA que para salvar a una persona atropellan a 180.,1
790,"Ser mujer es una tarea terriblemente difícil, ya que consiste principalmente de tratar con los hombres. -Joseph Conrad ",0
791,Típico: todos tenemos un amigo que come como cerdo y no engorda.,0
792,Me cae mal la gente a la que le cae bien la gente que a mi me cae mal.,0
793,Enojarse con una persona y tratar mal a diez,0
794,"RT @MichelPesquera: Pensé que entre más pasaran los días más facil sería aceptar la muerte de Sylvie, y entre más pasan los días, más me du…",0
795, Famosos estarian vendiendo AVON empezando por Linda palma,1
796,"Si beben, no conduzcan. Ni le manden SMS a sus ex.",1
797,"¿Esperar por ti JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JÁ ok, pero no tardes.",0
798,"Nunca es tarde para volver a comenzar, nunca es tarde para ser feliz. BUEN DIA",0
799,-Hola bombón -Hola mojojojo,1
800, : Esperar a que ellos nos hablen primero.,0
801,"-Mi mujer me ha dejado. -Lo siento, debe ser duro que te deje tu mujer, verdad? -¿Duro? Fue casi imposible!",1
802,Tantos años y aún no sabemos que cara poner cuando nos cantan Feliz Cumpleaños.,0
803,"—Amiga ésta semana bajé dos kilos.

—Woow ¿hiciste dieta?

—No, me desmaquillé.",1
804,"LEY DE VIDA: Sí no le das importancia, mas te busca.",0
805,"Lo importante no es que dure mucho, sino que valga la pena.",0
806,- ¡Viva la buena ortografía! - ¡BIBA!,1
807,"""Tengo hambre"" — Yo a cada rato.",1
808,"@iSinSuerteBrian Pobre. Encerio tus tweets me hacen mear de la risa, y solo e leido 5 de ellos",0
809,"¿Feo? Feo es darle consejos a la persona que te gusta, para que sea feliz con otra persona.",0
810,"— ¡CUIDADO CON EL BESOOOO!
— ¿Cuál be...",1
811,"—¿Estás llorando? —No imbécil, me estoy riendo al revés.",0
812,Madurar es de frutas... yo soy un bizcocho,0
813,"RT @SonBebidas: Los misteriosos vinos suizos:
estos vinos poseen una gran calidad y ofrecen maravillosas notas al paladar.",0
814,Despertar temprano y odiar a todo ser humano que te hable.,0
815,Típico: Tus amigos siempre te hacen quedar mal con la persona que te gusta.,1
816,¿En qué se parecen las mujeres a las matemáticas? En que no cualquier idiota las entiende. ,0
817,"-Papá, ¿cómo nací yo? -Pues verás hijo, la historia comienza, con una farmacia cerrada...",1
818,Estudiar en voz alta para crear una falsa sensación de aprendizaje,0
819,¿En qué se parecen las nalgas a las cantinas? En que de las dos salen pedos.,1
820,"-¿Tú eres virgen mi vida? -No mi amor, perdí mi virginidad, pero aún conservo el empaque donde venia! by @Darialber ",1
821,Creo que quiero más a la siesta que a muchos de mis parientes.,1
822,"RT @dondealfredo:  — ¡Hijo, hueles a vodka! — ¡En lo Absolut!",1
823,"¿Fumaste marihuana? ¡No papá! Te juro que.... —Idiota, soy tu perro. —Jajajá. ¡Firulay, me asustaste! O_O",0
824,¿Por qué Cupido usa pañales?... Por que generalmente la caga...,1
825,"-Mamá, ¿me dejas ir a una fiesta de XV años? -Si hijo -Ok. Nos vemos en el 2028, bye.",1
826,Típico : Estar viajando en taxi y pensar tácticas de escape por si el taxista te quiere secuestrar.,0
827,"- ¿Cómo te llamas? -Algunos me dicen Teo y otros me dicen Doro -Ah entonces, ¿Te llamas Teodoro? -No, mi nombre es Doroteo",1
828,"
-Saber que mañana es lunes 
-Tarden 2 horas en responderte
-Te hablen apenas te levantas 
-Caerte en público
-Sentir celos",0
829,"No se engañen, lo único que se va y luego regresa, es el hambre.",1
830,@MaestroYodaDice Si pene grande quieres tener una gran masturbada tendras que hacer.,1
831,Llega el pequeño elefantito donde la mamá y ella le pregunta: -¿Estás bravo? -No... -¿Entonces por qué tienes esa trompa? ,1
832,*Mujeres viendo las amiguitas de su novio en Facebook* —Puta. —Puta. —Puta. —Puta. —Es un amor de niña (la gorda). —Puta. —Puta,0
833,"La gente fuma y bebe por unos días y se vuelve adicta, yo estoy estudiando desde mi infancia y aún no soy adicto, eso se llama autocontrol.",1
834,"Tú y yo en el 2014, piénsalo.",0
835,Típico: tu mamá te regaña y le respondes en la mente.,0
836,¿Cosas Que Me Joden la vida? 1. Lunes. 2. Tareas. 3. Falsos amigos. 4. Ser ignorado. 5. Ser reemplazado. 6. Internet lento.,0
837,"-Veo en su ficha que es soltero. ¿Tiene actualmente alguna relación monogámica? -Sí, bueno, en realidad tengo varias... ",1
838,-¿Me haces un favor? -¿Me tengo que levantar? -Sí -Entonces no.,1
839,"—Te gusta la electrónica? —Avicii sí, Avicii no — Aoki — Me da Nervo —¿Por qué? — ¡Por que te deTiësto! — ¡Te voy a golpear la Guetta!",1
840,"—Abuela, soy drogadicto. —No pasa nada. —He matado a un hombre. —Ya se olvidará. —No he comido —¿¡QUE NO HAS COMIDO!? Siéntate.",1
841,—Te acuerdas cuando andabas con... —¡SI SI YA CÁLLATE QUÉ OSO!,1
842,"Me pregunto que hará la gente con la de horas libres que ahorran escribiendo ""k"" en lugar de ""que"".",1
843,¿Besos en el cuello? *Adiós autocontrol*,0
844,-Ayer me tragué una soga - ¿Y qué sentiste? -Un nudo en la garganta.,1
845,-Me molesta que seas tan cortante -Ok.,1
846,"Llega un viejito a la farmacia: Me da tantititita Viagra, por favor. ¿Por qué tan poquita? Nomás pa' mear.",1
847,La esposa a Jose: -Me amaras cuando sea vieja y fea? Responde el ruin sujeto: -Ya tengo anos amandote asi no?,1
848,Típico: — ¿Cómo te fue en el colegio? — Bien. — ¿Que hicieron? — Nada.,1
849,"-Hijo, quiero hablar con vos sobre drogas -Si papá, ¿Que queres que te consiga?",1
850,"-Ayer me caí de una escalera de 20 metros -Que mal, ¿pero estas bien? -Si, por suerte me caí del primer escalón.",1
851,En la luna de miel: -Te voy a tocar los pechos hasta que se te caigan! 20 años después: -¡Misión cumplida!  ,1
852,"Si te deja en ""✔✔"", sólo hay 3 razones: 1. NO 2. LE 3. IMPORTAS.",0
853,"El corazón debería tener la aplicación: ""Eliminar contacto"", ""Bloquear usuario"" y ""Borrar historial"".",0
854,"TOC TOC: - ¿Quien es? -Tu nuevo vecino, soy rubio y actor porno -Ya voy  -Aja zorra, somos los Testigos de Jehová, ARREPIENTETE DEMONIA",1
855,"¿Cuál es la cosa mas aguda y filosa del mundo? Un pedo, atraviesa el pantalón sin agujerearlo  by @hadacon ",1
856,"Fui a McDonalds y el cajero me preguntó ""¿Le pongo salsa?"", dije que sí y nos pusimos a bailar mientras la gente aplaudía. Fue precioso.",0
857,"A mi tambien me dijieron "" te debo el regalo"" y todavia lo estoy esperando",0
858,"Le escribí ""Hola"" y se puso en ""ocupado"", creo que está planeando la boda.",1
859,"Les recomiendo la mejor crema anti-arrugas, además cura barros, manchas, acné y mucho más. --&gt; Adobe Photoshop &lt;--",1
860,"Tipico: decir ""no me importa"" con un nudo en la garganta.",0
861,"Eres lo que quiero, incluso cuando sé que es imposible.",0
862,Mis propósitos para el año 2014: 1)Usar menos Twitter 2)Ir más a gimnasio 3)Ser responsable 4)Ser sociable 5)Dejar de decir tantas mentiras,1
863,3 cosas que las mujeres odian: 1. No saber que ponerse 2. Que tarden en responder los mensajes 3. Que les mientan cuando ya saben la verdad.,0
864,"—Mi amor, te extraño mucho. —Asómate a la ventana. —Ya. No hay nadie. —Verás al niño en la cuna. —Pero... —Belén, campanas de Belén.",0
865,"Cuando un recién casado sonríe sabemos por qué, pero cuando lo hace uno con 10 años de casado, nos preguntamos ¿por qué? ",0
866,"Bob Esponja me enseñó que tu mejor amigo, por más estúpido que sea, seguirá siendo siempre tu mejor amigo.",0
867,"Quizás los 3 tigres estaban tristes porque ellos comen carne, no trigo.",1
868,"Si tus padres no te dijeron: ""Tu única obligación es estudiar"", fracasaron como padres.",0
869,"Buscar una canción que escuchaste en algún lado y que te gusto, poniendo en Google la frase que mas te acuerdas.",0
870,"-Mamá, ¿ADIVINA QUE SAQUÉ EN EL EXAMEN? - ¿Qué? -La guitarra y me puse a cantar",1
871,Inteligente es quien solo cree la mitad de lo que oye. Brillante es aquel que sabe qué mitad creer.,0
872,"Yo también busqué la tarea en Wikipedia, y llegué al salon de clase y todos tenían lo mismo... by @MCarlaMC  ",1
873,"Si ella pone "":)"" es porque está celosa, te va a matar y debes huir del país, cambiar de identidad y hacer una nueva vida.",1
874,"Típico: Es inevitable no mirar cuando te dicen ""No mires"".",0
875,"Típico: Tocan la puerta y preguntas ""¿Quién es?"" y te responden: ""YO"".",0
876,"-Tía, ¿para qué te pintas? -Para estar más linda - ¿Y tarda mucho eso en hacer efecto?",1
877,"-Alumno, ¿hizo la tarea? 

- ¿Corrigió los exámenes? 

-Tengo otros alumnos 

-Tengo otras materias...",1
878,Me robaron todas las sillas de mi casa. No saben como me siento ahora :(,0
879,"—¿Fumas? — No. — ¿Bebes? — Nada. — ¿Eres infiel? — No. — ¿Ludópata? — Tampoco. — Mierda, ¿tienes algún defecto? — Bueno, soy un mentiroso",1
880,RT @Retuitealo: Esta vez Holanda sacó de sus  a España...,0
881,"-Compadre, su hija antes me daba como por las rodillas, ahora me da hasta las nalgas! by @mellamoRalph  ",1
882,"Despertar con sueño, dormir con sueño, vivir con sueño.",0
883,RT @EresMadre: Responde de maneras distintas: Evita el empleo del mismo tipo de respuestas de forma sistemática.,0
884,Algunas personas llegaron tarde a la repartición de cerebro.,0
885,Ella llora con sonrisas y nadie se da cuenta.,0
886,"-Mamá, me voy de caza - ¿Llevarás la escopeta no? -No, ezta vez me voy pada ziempre",1
887,Pelear con un amigo y que parezca una crisis matrimonial.,0
888,"-Papá, ya no soy virgen! -Ese es mi hijo machoote! Sientate y cuentame... -Es que no me puedo sentar!  ",1
889,No vinimos al mundo para caerle bien a todos.,0
890,"-Mi amor, ¿me veo linda? -Te ves hermosa -No seas mentiroso y abrí los ojos - ¡No quiero! ¡Tengo miedo! :(",1
891,"RT @dianadagostino_: HOY, Día Mundial de la Radio, felicito a todos los que trabajan en este importantísimo medio de comunicación. VIVA  ...",0
892,¿Mariposas? JAJAJAJA yo siento un Harlem Shake cuando te veo.,1
893,Estás acostado. Necesitas algo. Lo miras. Estiras un poco la mano. No lo alcanzas... Y de pronto deja de ser necesario :),0
894,—¿Como te llamas?  —Maria De Los Ángeles ¿tu?  —Jose de New York.,1
895,"FAV!!! Awwww!!! Un bombero dando agua a un joven ""Koala"" durante los incendios forestales en Australia. http://t.co/3WB9jBp4",0
896,"Típico: Irte a la cama a ""dormir"" y pasar primero una hora imaginando historias.",0
897,En que se parece el Presidente a un bikini? En que nadie sabe como se sostiene y todos quieren que se caiga. ,1
898,"—¿Y a qué te dedicas? —A realizar obras. —Ah, ¿eres productor de teatro? —No, soy albañil.",1
899,"—Disculpe señorita, ¿te ha dicho alguien lo guapa que estás hoy?
—Jijiji, no.
—Pues si lo hacen mándalos a mi óptica, que está aquí al lado.",1
900,"Mascar chicle es una cosa, imitar a una vaca masticando hierba es otra.",0
901,"Típico : –¿Me das? – ¡Nooooooooo! – ¡Ok, gracias! –¡Mentira toma! – ¡No, gracias ya no quiero!",0
902,- ¿Me haces un favor?  - ¿Me tengo que levantar? -Sí -Entonces no.,1
903,"RT @CausandoRisas: Mama, me voy. ¿A donde?. A la calle. ¿Con quien?. CON LOS TERRORITAH",0
904,Odio cuando estoy enojado con alguien y ese alguien me hace reír.,0
905,"-Hola, ¿le puedo ayudar en algo? -Noooo, solo hice una fila de 15 minutos para decirte hola, PENDEJO",1
906,"Mario Bros me enseñó: Que no importa que tan lejos llegues, si aun no tienes a tu princesa el juego no ha acabado. ",0
907,Típico: Usar la sábana como método protector en contra de los fantasmas en tu cuarto en la noche.,0
908,"Hombres: las flores se mueren en dos días, los chocolates engordan. No sean idiotas y regalen unos zapatos.",0
909,"—Mi tio tiene una fabrica de velas. —¿Develas? —Si —¿Develitas? —SI —¿En selio? —No te vuelvo a contar nada, pinche chino —Soy TELIBLE!",0
910,"—¿Jugamos al escondite?
—Sí, pero si te encuentro, te como a besos.
—Vale, si no me encuentras, estoy debajo de la cama.",1
911,-¿Hacemos un 68? -¿Y eso que es ? -Tu me la chupas y yo te debo una.,1
912,"El problema con la duda es que una vez sembrada, se riega sola.",0
913,"Hombres: Cuando vean a una mujer bonita y estén con su novia, susurrenle al oído ""Tu eres más hermosa"".",1
914,"(Escribiendo…) (Escribiendo…) (Escribiendo…) (Escribiendo…) (Escribiendo…) «Ok, esta bien»",1
915,Típico: Decirle a un niño que su dibujo es muy lindo y luego preguntar qué es.,0
916,1- No hacer nada. 2- Darte cuenta que tenes mucho que hacer. 3- Intentar organizarte. 4- Agobiarte. 5- Volver al paso 1.,1
917,"Tengo que tener cuidado de no quedar embarazada -Pero tu marido se hizo la vasectomía, no? -Por eso mismo  ",1
918,"- ¿Qué es eso que traes en tu bolsa? -Una pistola -No, al lado de la pistola -Doritos - ¡No podes entrar al cine con comida!",1
919,El dilema de no saber si desayunar o directamente almorzar,0
920,"- ¿Qué miras? -No te miro, te busco forma...",1
921,—Soñe contigo. —Aww ¿Y cuál es la mejor parte? —¡Cuando desperte!,1
922,"En un examen de religión: -Jaimito, ¿quién murió y después resucito para salvar al mundo? -Gokú",1
923,"Una señora a otra: -Mi hija tuvo un bebé prematuro -¿De veras? -Sí, nació la criatura, y mi hija todavía no se casa ",1
924,"Si hay que dormir se duerme. Y si hay que estudiar, se duerme.",1
925,—¿Con quien andas? —Con hambre,1
926,TIPICO: Quedarse atrapado en la esquina de la ducha porque el agua sale muy fría.,0
927,"Pequeño Saltamontes al Maestro: -Maestro, ¿por qué tienes los ojos en blanco? -¡Cállate y sigue chupando! by @Nicolas19381",0
928,Los amigos no existen; son un invento de la Xbox para comprar un segundo control.,1
929,Esa duda existencial que me potencia a querer saber si macarena le dio alegría a su cuerpo.,0
930,¿Se escribe habeces o habeses? jaja http://t.co/GGww0PgQ,0
931,"Típico: —¿Ordenaste tu cuarto? —Si —A ver... —NOOO, espérate.",1
932,"—¡Señor policía, me han violado! —Mentira. —¿Cómo lo sabe? ¿Tan fea estoy? —Aléjese o disparo. —Pero, oficial... —¡ALÉJESE DIJE!",1
933,"Los buenos amigos son como los condones, tienen que estar allí cuando la cosa se pone dura...",1
934,"Así que amenazas por Internet, Dime ¿Qué se siente que de frente se te arrugue? @WillyWonkaDice",1
935,Típico : –Mamá –¿Qué? –¡Te quiero mucho! –¡No tengo dinero!,1
936,"La tortuga no corre, no nada, no salta, no se apresura y vive 200 años. Conclusión: ¡No hagas ejercicio ni dietas!",0
937,"Madres, la ropa limpia va en el armario, la sucia es la del suelo y la que me puedo volver a poner está en la silla. De nada.",0
938,Típico : Morder a las personas para demostrarles cariño.,0
939,—¿Cómo se dice espejo en japonés? — Aito-io.,1
940,TIPICO: Me caigo solo para no hacer quedar mal a Newton,1
941,"Típico : Rascame la espalda.. abajo, a la derecha, un poquito a la izquierda... ahi ahi AAAAAAAAAAAAA...! *-*",1
942,El truco está en no esperar nada de nadie.,0
943,"2 inditos en el catre: -Ay Luis, mi abrumas! -Di dóndi sacas palabras tan elegantis? -No sias pindejo, que si mi abru más!  ",1
944,"Si, a mi también me castigaron por reírme mientras mis papás le pegaban a mi hermano.",0
945,"Twitter es el pájaro que ha enjaulado a los humanos, ¿qué ironía, no?",0
946,Típico: Te pones a limpiar tú cuarto y te quedas leyendo cosas viejas.,0
947,"— Tengo hambre — ¿Y si salimos a comer a la calle? — ¡Va! — Muy bien, tú sacas la mesa y yo los platos — Pero yo pensé que. — ¡LA MESA DIJE!",1
948,"La solución al problema no es huir, es enfrentarlo. BUEN DIA",0
949,Ducha= Lugar de pensamientos y conciertos increíbles.,0
950,"-No estaba borracho -Qué no? Agarraste el pez de mi hermanita, lo tiraste al inodoro y dijiste ""Ve a buscar a tu padre, NEMO!""",1
951,El 14 de Febrero tendría que ser Navidad otra vez. Lo digo por tanto animal con cuernos llevando regalos.,1
952,"""En 5 minutos llego"" puede ser una de las mayores mentiras universales.",1
953,"-Mi amor, dime algo lindo -Algo lindo -No, algo que salga de tu corazón –Sangre - :(",1
954,RT @Ejercitandote: La fuerza no viene de lo que puedes hacer. Viene de la superación de las cosas que una vez pensaste que no podías hacer.,1
955,"Justifique su repuesta: ""Es falso, porque no es verdadero.""",1
956,"Un loco pinta el piso de azul, se lanza y se rompe la cabeza, y otro le dice: - ¿cómo está el agua? -Tirate mas allá que acá hay una piedra",1
957,Dormir siestas que parecen estados de coma,0
958, Baby - Justin Bieber,1
959,En Corea del Norte te condecoran por bajar la basura y cortarte las uñas de los pies. http://t.co/8Okk83Zahq,0
960,"Regla de matemáticas: Si parece fácil, lo estás haciendo mal.",1
961,Mi cama es una máquina del tiempo. Me quedo cinco minutos y pasan cinco horas.,0
962,"De Nemo aprendí que si te quiere te busca Jajajajajajaja mentira, aprendí a hablar cetáceo.",1
963,Cosas que odia mi mamá: — Que duerma mucho. — Que duerma poco. — Que coma mucho. — Que coma poco. — Que salga. — Que no salga.,0
964,¡Nada es imposible! ¿No han visto como Bob Esponja hace una fogata bajo el agua?.,1
965,Te he notado muy cortante últimamente. Ok.,1
966,"-Tengo hambre - ¿De qué? -De tus labios, para besarte como si no hubiese mañana –Ayyy ♥ ¿En serio? -No, pásame las galletitas.",1
967,"Se que esto no susedera, pero donde @PitufoFilosofon Me llegase a seguir, me daría algo me da un chungo de la emocion.",0
968,"Twitter es como una nevera, a veces no hay nada pero siempre andas revisando.",1
969,"—Mamá, estoy saliendo con el vecino.
—¡Hija, podría ser tu padre!
—¿Desde cuando te importa la edad?
—No me has entendido...
—¿Ah?
—¿Eh?",1
970,Nunca pude estudiar derecho. (El Jorobado de NotreDame)   ,1
971,"Llega un cirujano al cielo y al verlo San Pedro le dice: ""Proveedores por la puerta de atrás""  ",1
972,¿Porque los alemanes querian tanto a Hitler? Porque sus chistes causaban Fhüror,1
973,"Hoy le pregunte a mi perro como me veo,. y me respondió GUAUU... ¿como no lo voy a querer?",1
974,"-Cariño, necesito q me compres un iPhone nuevo -Y el otro? -El ya me dijo que me compra el iPad...",1
975,"-Señora, su hijo le saco la lengua al mío. -Bueno, eso son cosas de niños. -Si, pero no podemos parar la hemorragia.",1
976,"Algunos tienen dinero, otros tienen belleza, y yo tengo sueño.",1
977,"Admítanlo, en algún punto de su vida han intentado ver si tienen Superpoderes.",0
978,Estás solo en casa: Música alta Comida Películas Conciertos para tus mascotas Hasta que te acuerdas de los fantasmas,0
979,Típico: Hablar con esa persona especial por chat y sonreirle a la pantalla.,0
980,"-¿Cómo sabes si te gusta un chico? -Siento como cosquillitas, me sonrojo…¿Y tu? -Yo tiro las bragas al techo y si se pegan es que me gusta.",1
981,"- ¿Te estás bañando?
- No, me estoy regando a ver si crezco.",1
982,RT @LaVidaDeNovios: Procúrate la satisfacción de ver morir tus vicios antes que tu,0
983,Sos el ''Ola'' de mi ''k ase'',0
984,"-Ma, ¿Soy fea?  -No, tenes todo lo que cualquier hombre quisiera tener.  -¿Enserio?  -Si, tenes bigote, voz gruesa y pelo en pecho. jajaja",1
985,"Las locuras de hoy, puede que sean los mejores recuerdos de mañana.",0
986,"-Señor su suegra se ha roto una pierna -Doctor, ¿no cree que en estos casos lo mejor seria sacrificarla?",1
987,"RT @jere3: ""Nadie nunca es demasiado grande para soñar. Y los sueños nunca envejecen""",0
988,"Te dije que estaría allí en 5 minutos, no me llames cada media hora.",1
989,"Levantarse muerto de sueño, sentarse en la orilla de la cama y quedarse mirando un zapato.",0
990,Muchas veces es mejor olvidar lo que uno siente y recordar lo que uno vale.,0
991,"— ¿Cómo es tu firma? A ver firma esta hojita...
— ¿Aquí?, pero dice Acta de Matrimonio Civil...
— ¡Tú fírmale hombre!",1
992,Cómo funciona la escuela: 2+2=4 Tarea: 2+4+2=8. Examen: Lucía tenía 2 manzanas. Se come una y le da una a un amigo. Calcula la masa del Sol.,1
993,"-Te invito a tomar... -No tomo, gracias -No termine. Te invito a tomar mi mano y ser felices para toda la vida -No tomo, gracias.",1
994,"Mirar a tu hermano y pensar: ""Yo daría la vida por ese estúpido...""",0
995,"—¿Y tu novio? —Está allá. —¿Es un hombre bomba? —¿Por qué? —Porque estallaJAJAJA AYYY, ESPERA, NO TE VAYAS. NO TENGO AMIGOS. ):",1
996,"-Mamá, ¿estoy peluda? -A LA MIERDA, ¡UN MONO QUE HABLA! - ¡MAMÁAAA! :( -Ayyy, dice ''mamá'', me lo quedo.",1
997,"—Hola, ¿Me permites pasar a tu baño? —Si, pero no tengo rollo —No te preocupes, mi cámara es digital.",1
998,Por ese ataque de pánico que te da cuando tocas tu bolsillo y no sientes el celular.,0
999,Policía: -El perro especializado en detectar drogas dice que usted consume - ¿Usted habla con un perro y yo soy el drogado?,1
1000,"Ver a dos novios abrazandose y yo acá, desenredando los auriculares...",0
1001,"— Guapa, no te da miedo estar tan solita en este ascensor a estas horas?
— Bueno cuando estaba viva si.",1
1002,—Dame tu telefono. —No osea obvio que no eres super feo. —Te estoy asaltando estupida iiDAME ESO!!. —Ayy mi cel :(,1
1003,@Chiste Para mi la mejor de todas es @TWCHISTE,0
1004,-Mamá estoy embarazada - ¿Y quien es el papa? -Era Benedicto XVI pero ya renunció,1
1005,"-Hola profesor, ¿Qué hace? -Son las 2:00 am. ¿Qué queres que haga? Estoy durmiendo -Qué bueno, porque yo sigo estudiando ¡IMBÉCIL!",1
1006,No hay traición más grande que decir quién fue el que te regaló el chicle.,0
1007,"Maestra: -Los estúpidos de pie! Pepe se para -¿Eres estúpido? -No, es que me da cosa verla parada solita!",1
1008,Yo también me hacía la pensativa en un examen cuando el profesor me miraba.,0
1009,"¿Te importo? No. ¿Te gusto? No. ¿Me quieres? No. Vale, ya me voy. ¡Espera! No me has preguntado si te amo. ¿Me amas? No.",1
1010,Stalkeo.. Stalkeo.. Stalke.. Stalk.. Stal.. Sta.. St.. S.. Si.. Sie.. Sien.. Sient.. Siento celos........ ¡SIENTO CELOS!,0
1011,"—Mi virginidad es como la Nutella. —¿Cómo? —Nutella voy a dar. JAJAJAJAJAJA ¡suéltenme, malditos! ¡que no estoy loco! Jajaja.",1
1012,"Las mujeres amamos hasta el más mínimo detalle, sépanlo.",0
1013,"-Doctor, mi novio me lame siempre el ombligo, ¿qué puedo hacer? -Póngase tacones, señorita. ",1
1014,Matusalén murió por la ley de la grave-edad.  ,1
1015,"Sabes que maduraste cuando vas al doctor y respondes tú, no tu mamá.",0
1016,"En clase: 12:45pm, cierras los ojos 5 minutos, 12:46pm. En la cama: 6:30am, cierras los ojos 5 minutos, 7:30am del 2040.",1
1017,Desayunar mirando un punto fijo.,0
1018,"Dormir es fácil, lo difícil es levantarse.",0
1019,el Internet es el único que se cae y nadie se ríe.,0
1020,-Un gusto conocerte -El susto es mío,1
