,text,category
283,"No es tu padre si no le preguntas algo y te dice ""pregúntaselo a tu madre""",1
284,Típico: tener miles de canciones y escuchar siempre las mismas,0
285,¿Qué le dijo un tenis grande a un tenis chiquito? Te-nisicito.  ,1
286,Típico : llegan las vacaciones y tu madre piensa que eres su esclavo del aseo.,0
287,"Típico : el profesor dice: ""Jóvenes, recojo el examen en 5 minutos"" y aún a ti te falta medio examen.",0
288,RT @AleBringsDown: Que no te haga gracia un chiste y quedarte → .____.,0
289,Si piensas que tu mujer ya no te quiere como antes imagínate tu suegra que no te ha querido nunca.,1
290,Típico: estas en la mejor parte del sueño y alguien te despierta.,0
291,"Estar cantando en la ducha y el champú grita: ¡Otra, otra!",1
292,Típico: Te haces el educado en casa de tu amigo.,0
293,@MaestroYodaDice Si patada giratoria no quieres obtener a @ChuckNorrisDice No deveras joder.,0
294,"– ¿Tienes Blackberry? – JAJAJAJA NO, ni que fuera pobre.",1
295,"- ¿Cómo es tu firma? A ver firma esta hoja. -Pero dice acta de matrimonio civil -Vos firma, no hagas caso a lo que dice, después te explico…",1
296,RT @CiseProgresa: Aquí puedes conocer más sobre nuestro concurso  http://t.co/1z60TOroY3 ¿Qué esperas? ¡Participa!,0
297,"Soy de ese 99,9999% de la población que, después de la vacaciones, no se acuerda ni de como escribir.",0
298," soñé contigo.  ¡Wow! ¿En serio? cómo fue.  No recuerdo.  Entonces, ¿cómo sabes que soñabas conmigo?  Me desperté feliz.",0
299,Típica Frase De Profesores: –De que se rie? Digalo en voz alta así nos reímos todos.,0
300,Madres que se enojan y siguen hablando solas durante horas.,0
301,"RT @jere3: ""Hay que aprender a hacer las cosas y no que las cosas… te enseñen a aprender""",0
302,"Decir ""no sé"" a todo cuando estamos de mal humor",0
303,"-Señora, su terapia va muy bien, mañana trabajaremos con el inconsciente -No, no creo que mi marido quiera venir doctor.",1
304,"-Doctor, ¿cómo está mi marido? -Con sensibilidad. -¿Qué quiere decir eso? -¡Yo qué sé! Ha muerto, pero me han dicho que te dijera eso...",1
305,"-¡Hijo! ¿Cuántas veces te he dicho que no seas tan exagerado? 
-Cientos de miles de millones de billones de veces Papá :(",1
306,"El pasado es una lección, el presente un regalo y el futuro una motivación.",0
307,No hay sentimiento más grande que el deseo de dormir después del almuerzo.,0
308,Todo se vuelve más gracioso cuando estás en un sitio en el que no te puedes reír.,0
309,-Hagan grupos de 3 - ¿No podemos ser 8 profe?,0
310,"-Hijo, por qué vienes ebrio? -Mamá, pero tu me dijiste EMBRIAGATE! -te dije ABRIGATE, IMBECIL! y @TnaaCH  ",1
311,"Salen dos borrachos de un bar y uno le dice al otro: - ¿Tomamos un taxi? - ¡Nooo, más mezclas no!",1
312,RT @BonitosNovios: Sólo recuerda que yo estuve ahí cuando nadie más lo estuvo.,0
313,Cuando un niño miente está dejando salir a su adulto interior.,0
314,Mi memoria es:  5% nombres  3% números telefónicos  2% asuntos del colegio  90% letras de canciones.,0
315,La felicidad consiste en: Dormir sin tener que madrugar. Comer sin engordar. &amp; aprobar sin estudiar.,1
316,"¿Me puedes enviar la presentación? — ¿Por fax? — Sí por fax, enviamelax.",1
317,Ese momento de inseguridad en un examen cuando usas la calculadora hasta para sumar 2+2.,0
318,- ¡No entres ahí imbécil! ¡No entres a esa iglesia! ¡NOOO! - ¿Qué película estás viendo mi vida? -El vídeo de nuestra boda.,1
319,"- Ayer, al salir del trabajo atropellé a un unicornio.
- No jodas, ¿tenes trabajo?",1
320,"- ¿Por qué vas al velorio de tu tía disfrazado del perro de Mickey?  -Vos me lo dijiste - ¡DE LUTO TE DIJE, DE LUTO!",1
321,"Mamá, mamá! en el colegio me dicen Shampoo -Tranquilo Johnson, No más Lágrimas!",1
322,Típico: Tener las manos heladas y sentir la inmensa necesidad de demostrarlo.,0
323,Tengo una amiga que le dicen la langosta... porque tiene toda la carne en la cola! ,1
324,"Las mujeres con lunares o pecas, son doblemente hermosas.",0
325,¿Los albañiles se van al cielo por sus buenas obras?,1
326,Típico Decir que es una larga historia para no contarla.,1
327,"Mis días pasan así:
-Luuuunneeeeeeeeeeeeees
-Maaaaaaaaaarteeeeeeeeees
-Mieeeeeeeeeeeeercoooooooleeeeeees
-Jueeeeeeveeeees
-VIERNESABADOMINGO",1
328,"- ¿Qué te pasa? -Nada -Decime -Nada, carajo -Dale decime -NADA - ¿Ya no me quieres verdad? -QUE NADES PENDEJA, ¡NOS VAMOS A AHOGAR!",1
329,Soy de ese 99 % de gente que odia oír su voz en vídeos.,0
330,"— Mamá, estoy embarazada. — ¡Tanto que veíamos la rosa de Guadalupe y me sale con esto!",1
331,"Típico : Caerse de una forma tan estúpida, pero dolorosa, que no sabes si reírte o llorar.",0
332,"RT @omar_mor: Si quieres ser bilingüe (hablar dos idiomas) solo sigue a @LosChistes // He he! Así es, te ríes y aprendes inglés!",0
333,"El truco está en ponerle la corona, donde el pendejo le puso los cuernos.",0
334,"Las comas son importantes:  -Quiero darte amor. -Quiero darte, amor.",1
335,"¿Qué le dijo la vagina al pene? ¡Qué haces ahí parado, entra!",1
336,Un loco en la calle golpea 2 piedras -¿Por qué lo haces? –Para espantar elefantes –Pero aquí no hay –Ves que sí funciona,1
337,"Era una chica tan fea, que cuando salía de campamento los lobos encendían fuego para que no se les acercara! ",1
338,Esas canciones del celular que nunca escuchamos pero no las borramos ''por si acaso'' :),0
339,TÍPICO: Ver una cucaracha y gritar como si fuera un asesino en serie.,1
340,"Tu opinión es igual a los anuncios de Youtube, los ignoro en 5 segundos",0
341,"-Doctor, no sé qué me pasa que sólo pienso en el futuro - ¿Y desde cuando le ocurre eso? -Desde el jueves que viene...",1
342,Me encanta ver cuando mi teléfono tiene el 100% de batería. Son los mejores 30 segundos de mi día.,1
343,"Perdonad este tuit, pero estoy frente a una persona que conozco a la que no quiero saludar y he tenido que sacar el móvil para disimular.",1
344,"De nada sirve decir, ""ya me voy a dormir"" si tienes un celular en la mano.",0
345,"Mi cuarto puede ser un desastre, pero sé dónde está todo.",0
346," ""Sacar malas notas para ocultar tu inteligencia sobrehumana"".",0
347,- ¿Y si mejor quedamos como amigos? - ¿Y si mejor te vas a la mierda?,0
348,"La felicidad consiste en dormir sin tener que madrugar, comer sin engordar y aprobar sin estudiar.",1
349,"—Mamá, aún no sé qué estudiar. — ¿Qué te gusta? —Dormir.",1
350,"—Mama ¿me amas? —Sí hijo. —¿Me dejas ir a la fiesta? —No. —¿Has escuchado ''Si amas algo dejalo ir''? —¿Has escuchado ""Callate a la verga""?",1
351,"RT @TuAutoCorrector: Es «trasplante», no «transplante». Es «zafar», no «safar». Es «yendo», no «llendo». Si pueden, RT.",0
352,Camiseta vieja = ¡Pijama Nuevo!,0
353,"Pertenezco al 0.00000001% de la población que nunca se ha desmayado, ni ha tenido un yeso.",0
354,"-¿Fumaste marihuana? -¡No, papá! Te juro que... -Idiota, ¡soy tu perro! -¡Jajajá Firulay me asustaste! :(",1
355,-Me parece que te estas obsesionando con el alcohol -Cierra la maldita vodka,1
356,Levantarse pensando en la siesta que vas a dormir a la tarde,0
357,"RT @MichelPesquera: Algunas personas piensan que mantener una mala relación les hace fuertes; a veces, dejarla es lo que les fortalece.",0
358,"—911 ¿Cuál es su emergencia 

—¡me asaltaron! 

—¿Me podría decir cómo pasó?. 

—Cómo pasó. 

—Gracias. 

—De nada. 

—Adiós. 

—Adiós.",1
359,RT @MichelPesquera: Si el salario mínimo alcanza para vivir bien propongo que eso ganen nuestros diputados y senadores.,0
360,"Dr, Dr, ¿qué puedo hacer para que mi hijo no se orine en la cama? -Pues que duerma en el baño! ",1
361,"Típico: Ver un tweet que te identifique y pensar ""Creí que sólo a mi me pasaba"".",0
362,http://t.co/4JgqHzxH,0
363,"Había una vez una niña tan fea pero tan fea, que cuando apagaban la luz el coco la prendía.",1
364,"Le pedí que se entregue, y se fue a la comisaría.",0
365,"Según la Química, el Alcohol es una Solución.",1
366,Definición de Linterna: contenedor especial para transportar pilas descargadas...,1
367,"RT @ChisteUniversal: —Hola, ¿salimos? —No puedo —¿Qué tenes? —Buen gusto.",1
368,"Yo Quería Estudiar en un colegio que haya casilleros, porristas, Equipo de fútbol americano, Los populares y no populares.",0
369,¿Por qué será que muchas personas comienzan a odiar el trabajo en cuanto encuentran un empleo? ,1
370,Dices voy a estudiar y de repente todo tu alrededor se vuelve mas interesante.,1
371,El superpoder de ver el reloj tres veces y no saber que hora es.,0
372,"Irte a la cama a ""dormir"" y pasar primero una hora imaginando historias.",1
373,"-Mira, tu pez baila Breakdance –Si, ¡PERO METELO EN LA PECERA DESGRACIADO!",1
374,¿Eres dormilona? Eres perfecta.,0
375,"No es el mensaje, sino quien lo envía. No es la canción, sino a quien te recuerda. No es el tiempo, sino con quien lo pasas. BUEN DIA",0
376,- ¿Sabes cual es la diferencia entre la pizza y tu opinión? - ¿Cuál? -Que la pizza si la pedí,1
377,"Si no entiendes el sarcasmos, fallaste como twittero",0
378,"@elnettoh Oye, Que se a vuelto loca!!!!!!",0
379,Típico: Levantarse de la cama e irse directamente al sofá.,0
380,Las mejores sonrisas son las que nadie entiende.,0
381,"— Hola, ¿Cómo te llamas? — Nestor. — Ay, igual que el programa. — ¿Cuál programa? — Colombia's Nestor model.",1
382,"Un aspirante a un empleo: -¿Y cuánto me va usted a pagar? -Según lo que trabaje. -Oh, ¿tan poquito?  ",1
383,"Típico : Llegada inoportuna de gente a tu casa, que te obliga a vestirte.",0
384,"Tal vez Dios no usa reloj, pero nunca llega tarde y su tiempo es perfecto.",1
385,- ¿Pero te quiere o que onda? -Que onda,0
386,Caminar por la cocina como PAC-MAN cuando tienes hambre.,1
387,¿Por qué le dicen al Presidente el Clutch? Porque primero mete la pata y luego hace los cambios.,0
388,"Típico: Leer conversaciones viejas, y no saber si reír o llorar.",0
389,"Hay gente que si no les hablas tú, ni se acuerdan de que existes.",0
390,TIPICO: Tener una silla en tu habitación que sólo sirve para amontonar ropa.,0
391,Nadie verá las cosas buenas que haces hasta el día en que les haga falta.,0
392,Letrero en una tienda: Se fía sólo a mayores de 99 años acompañados por su madre...,1
393,¿Me da un Nintendo Wii? Veo que está feliz ¿Cuál Nintendo quiere? Wii. Contrólese ¿cuál quiere? ¡Wii Wii! ¡Seguridad! ¡Un pinche loco!,1
394,http://t.co/qRaqVWVp,0
395,Soy tan rudo que me saco los pantalones por arriba. by @DjGhost07 ,1
396,"Un borracho sube a un bus y se topa con un cura: -Vas directo al infierno! -Mierda, me volví a equivocar de bus! ",1
397,"RT @ChisteUniversal: Los verdaderos amigos siempre, pero siempre se reconcilian pase lo que pase.",0
398,TÍPICO: Te levantas de noche para ir al baño y corres lo mas veloz que puedes para que el fantasma no te alcance.,1
399,Típico: Levantarse un domingo y no saber si desayunar o almorzar.,0
400,"—¿Ya llegaste? —No, solo te vine a avisar que me falta una cuadra...",1
401,- ¿Estás seguro de que el alcohol es la respuesta a todo? -Alcohol.,1
402,"Si tu apellido fuera Melculo, ¿cómo te gustaría que te llamaran? ¿Abraham, Rosa, Aida o Deborah?",1
403,—¿Qué somos? —Estudiantes! —¿Qué queremos? —6 meses de vacaciones —¿Y cuándo las queremos? —2 veces al año!,1
404,Típico: Pelearte con alguien y después fijarte si tuiteo algo sobre ti.,0
405,Me dijeron que jugara pegado a la línea blanca. (Diego A. Maradona)   ,1
406,"—¿Te duele la cabeza? —No, ¿A tí? —Tampoco. —Awww tenemos tanto en común. ¿Te quieres casar conmigo?",0
407,Típico : ¿Mamá? ¿Qué? Te amo ¡YA TE DIJE QUE NO VAS A SALIR!,0
408,"Que yo estoy tan loco/a, que le rezo a la cruz de la farmacia.",0
409,"""El sacrificio de hoy, es el éxito de mañana.""",0
410,Lo veo. Me gusta. Miro el precio. Lo dejo en su sitio. Adiós.,0
411,Google ? Wikipedia ? Copiar ? Pegar = ¡Tarea lista!,1
412,Situación Sentimental: Con sueño.,0
413,¿Cúal es el pan matemático? El pan integral! ,1
414,"-Mamá, el pipí de Jaimito se parece a un maní! -¿Muy pequeño? -No, saladito.  ",1
415,—¿Por qué te gusta tanto llevarme la contraria? —No me gusta.,1
416,RT @AmorProhibid0: La peor forma de echar a alguien de menos es estar sentada a su lado y saber que nunca será tuyo.,0
417,- ¿Qué pasa si te corto una oreja? -Me quedo medio sordo - ¿Y si te corto la otra? -Me quedo ciego - ¿Por qué? -Porque se me caen los lentes,1
418,"Yo escribo tweets, las indirectas están en tu imaginación.",0
419,"A todo se acostumbra uno, menos a trabajar, madrugar y estudiar.",0
420,Quiero plantar un árbol genealógico contigo.,1
421,¿Por qué Dios hizo primero al hombre y no a la mujer? -Porque no quería que le dijeran como hacer al hombre. ,1
422,"-Mamá, ¡encontré empleo! - ¡POR FIN! ¿DONDE? -En el diccionario, entre la D y la F. Mira, aquí esta. JAJAJA, no mamá, con el cinto nooo",1
423,El 2014 será un buen año si tú quieres que lo sea.,0
424,"Típico :
–¿Mamá? 
–¿Qué? 
–Te amo 
–¡YA TE DIJE QUE NO VAS A SALIR!",1
425,"JAJAJAJAJAJA ¿TE ACUERDAS CUANDO... ah, no, tú no estabas.",0
426,"""Tenias un mosquito"". —Excusa perfecta para pegarle a tus amigos.",0
427,"-Hola preciosa, dame tú teléfono... -No. Perdón, pero no le paso mi número a desconocidos -Te estoy asaltando pendeja, DAME EL CELULAR",1
428,"Yo también he tenido la sensación de caerme, cuando estoy durmiendo.",0
429,"Una relación sin amor es como un celular sin saldo, solo sirve para jugar. BUEN DIA",1
430,"Están dos platicando: -Tengo la polla como un joystick -¿Con la punta roja? -No, con las manos marcadas...",0
431,"—Hola. —:P —Jajaja, ¿cómo estás? —:P —¡Miley Cyrus, basta! —:P",1
432,"Mi parte favorita del día es: cuando me acuesto y me quedo horas mirando el techo, imaginando historias que me gustaría que pasaran.",0
433,"Fallo Twitter y me toco socializar con mi familia. Conocí a mi hijos, muy simpáticos. El mas pequeño dice que se llama Federico",1
434,"—¿Quieres casarte conmigo? 
—¿Quién es migo? 
—Jajaja no, tu y yo 
—¿Los dos nos casaremos
conmigo?
—¡Yo contigo! 
—¿Quién es tigo?
—¡NOOO!",1
435,"""Un amigo verdadero es alguien que cree en ti aunque tu hayas dejado de creer en ti mismo""",0
436,¿Por qué el Cruz Azul se quedó en semifinales? Porque el entrenador les dijo: Juegen como si fuera la final! by @SantiagoLpz97,1
437,"Hice un estudio preguntando a 50 mujeres qué papel de baño usan. La respuesta más común fue: Salte de mi baño que estoy cagando, idiota!",1
438,Si tú la invitas a salir: Tú pagas. Si ella te invita a salir: Tú pagas.,1
439,"-¿Cuanto tardas en bañarte? 
-Cinco canciones y media.",0
440,-Mandé a mi mujer a comprar milanesas y la secuestraron -Y qué vas a hacer? -No se... tal vez un espagueti.,1
441,"- Pssss! Ven.
- ¿Qué quieres, abuela?
- Shhhh! No hables en alto... Guárdate este dinero, pero no se lo digas a tus padres.",1
442,TÍPICO: Ser psicólogo de tus amigos y no saber qué hacer con tu vida.,0
443,"- ¿Sabes cuál es la calle más silenciosa? -No, ¿cuál es? -La calle C JAJAJAJAJA no te vayas, no tengo amigos :(",1
444,RT @ElSaborDelCafe: ¿Sabías que…? La palabra ‘cappuccino’ proviene de la semejanza entre la bebida y elatuendo de los monjes capuchinos.,0
445,Típico : Apagar la luz del pasillo y correr lo más rápido posible para que nadie te asesine.,1
446,"RT @ChisteUniversal: ¡PUTA DISTANCIA! Hijo, ¿ya estas enamorado otra vez? No mamá, el cable del cargador no llega hasta mi cama.",1
447,"-Mamá, mamá... ¿cual es la definición de paranoico? -Probablemente crees que no lo sé y me quieres pillar ¿verdad?  ",1
448,Nunca discutas con una mujer que escribe más rápido que tú.,1
449,"-Mi novio y yo tenemos una relación seria - ¿Llevan mucho tiempo de novios? -No, solo 3 días, pero no nos reímos.",1
450,No hay traición más grande que decir quién fue el que te dio el chicle.,0
451,Típico : Empezar a hacer la tarea y de la nada aparecer frente a la computadora.,0
452,¿Qué le dijo el café al azúcar? Sin ti mi vida es amarga... ,1
453,"Si te dijo ""sueltame"" y la soltaste, si te dijo ""tengo frío"" y no la abrazaste, si te dijo ""adiós"" y te fuiste, FRACASASTE como hombre.",0
454,"-Sr Lobo, cuando mi abuela se entere que me violó 5 veces, lo va a matar —Caperucita fue solo una vez! —¿Qué?¿Ya te vas pinche flojo?",1
455,"No estoy de acuerdo en que la gente diga ""La edad es sólo un número"". La edad es claramente una palabra.",1
456,"Abres un paquete de chicles, y de repente todo el mundo es tu mejor amigo.",0
457, Te amo.  ¿A mí y a cuántas más?  Depende de las hijas que vayamos a tener.,0
458,2 palabras 11 letras 100 complicaciones 1 desgracia.   “Batería baja”.,1
459,"Es considerado una ""traición"" que tu mejor amigo/a se junte con alguien que no te agrada.",0
460," Voy Amarte.  ¿Lo prometes?  Si, soy astronauta.",1
461,¿Los INFANTES disfrutan la INFANCIA tanto como los ADULTOS disfrutan el ADULTERIO?,0
462,—Perdí 800 calorías en 2 segundos —¡WoW! ¿Cómo lo hiciste? — Se me cayó mi hamburguesa :(,1
463,— BOBA HIJUEPUTA — ¿CÓMO ME DIJISTE? — Fue el autocorrector... — Pero tú tienes un Nokia 1100 — Fue la linternita.,1
464,Típico: Ver a tus amigos y pensar: “Cuando los conocí parecían normales”,1
465,Siempre hay una conversación en whatsapp que jamás borras.,0
466,La conocí en un ascensor. Soy el amor de subida.,1
467,"Mi  es para cada uno de mis seguidores que me apoyan siempre, y se toman el tiempo para leerme, mencionarme y darme RT y FAV",0
468,Estas viendo tranquilamente la película en el cine y de repente se sienta una jirafa humana enfrente tuyo.,0
469,Típico: Tener muchas cosas por hacer y terminar haciendo NADA.,0
470,"RT @MichelPesquera: Cuando algo malo te pase tienes 3 opciones: dejar que te defina, dejar que te destruya o bien dejar que te haga fuerte.…",0
471,"Domingo: es ese día que duermo mucho, despierto cansado de dormir y vuelvo a dormir para descansar.",1
472,"En clase: 1+1=2. Ejercicios para casa: 1+2+1=4. Examen: Maria compró 4 uvas, se comió una y le dio otra a Pedro, calcula la masa del Sol.",1
473,"—¡Amor! Adivina que, no estoy embarazada.. —Enserio mi amor, que felicidad :') —No, idiota si lo estoy, feliz día de los inocentes. — :(",0
474,"Amistad sin bullying, no es amistad.",0
475,"-Mi amor ¿Cómo me queda este vestido amarillo? 
-Winnie pooh ¿Qué estás haciendo aquí? (o.o)",1
476,"-Esa chica tiene nalgas de burro... -¿De burro? -Sí, de burro de planchar! by @Rammoncho",1
477,No se si elegir esgrima o albañilería. Estoy entre la espada y la pared,1
478,—¿Ayer lleva H? —No. —¿Y hoy? —Sí. —Como cambian las cosas de un día para otro. JAJAJAJAJAJAJÁ. —Tu retraso no.,1
479,"RT @laseptimabutaca: Trailer de ""Rápido y Furioso 6"" que se estrenará en mayo de este año 2013 http://t.co/tklxfuFx http://t.co/c5aS4hw2",0
480,"Me pone muy nervioso que me cojan el móvil. No tengo nada que esconder, pero… ¡NO LO TOQUES COÑO!",1
481,"-Señor, ¿Sabe dónde está el Palacio de Justicia? -El Palacio está a la vuelta de la esquina, ahora la justicia es más difícil de encontrar",1
482," Jajaja, Ese man coje de objeto sexual a las mujeres y ustedes lo alaban jajaja, Que moral!!!",0
483,NOMBRE: llaves. OCUPACIÓN: Abrir puertas. HOBBIES: Jugar al escondite.,1
484,"Un loco le dice a otro: -Adivina que tengo en la mano –Un elefante -No vale, ya lo viste",1
485,"El marido a su mujer: -El Dr. me pide muestras de mi excremento, esperma y orina. -Fácil, dale tu calzoncillo. ",1
486,"¡Papá papá, tengo un lío de faldas! -¡Ese es mi hijo, a ver cuéntame! -¡No se si ponerme la falda azul o la rosa!",1
487,¿De qué murió el Capitán Garfio? ¡De un picor de cojones!  ,0
488,- ¡Que auriculares tan grande tienes! - ¡Son para ignorarte mejor!,1
489,"La negra: -Oye negro quiero DVD -Ay la negra enloqueció, vos no sabes sumar, pa' que querés dividi? by @franklintobon  ",1
490,En vacaciones cuando despierto no se si desayunar o almorzar.,0
491,"RT @NewbirdVe: ¿Sabías que el calzado de los más pequeños debe ser revisado cada tres meses, para controlar que no les quede ajustados? …",0
492,"— Mamá, mamá, ¿Qué es robar? — Cállate y sigue corriendo.",1
493,"- ¿Tus padres son arquitectos? -No -Pero si sos todo un monumento -Ayyy ♥ -Jajaja mentira, es que necesito trabajo de albañil - :(",1
494,Típico: Estás acostado de lo más lindo y tú mamá dice: Pásame un vaso Baña al perro Arma una bomba nuclear Limpia la casa.,0
495,RT @dondealfredo: ¿Llamas ''amigo'' a el que te ofrece alcohol?... Ése no es tu amigo... ¡Ése es tu hermano del alma! ¡No lo dejes ir!,0
496,": ""Red sin conexión""",1
497,RT @CiseProgresa: ¿Qué esperas? Envía ya tu  a nuestro correo ciseredes@gmail.com y participa en nuestro concurso.,0
498,Hay 3 tipos de estudiantes: Los que estudian todos los días. Los que estudian un día antes. Y los que… ¿¡AHH NO MAMES QUE HABÍA EXAMEN!?,0
499,Va 1 marica dandose palmadas en las nalgas y 1 tipo dice: -DALE COMIDA -Ya comió estúpido! Le estoy sacando los gases by @Franco_DMA,1
500,"La gente normal ríe: jajaja *Risa Tierna *

Yo me río: JAJAJAJAJAJAJA y aplaudo como una foca retrasada.",0
501,"-Ya aprendí a controlar mis ataques de ira - ¿Tus ataques de qué? - ¡DE IRA PENDEJO! ¿ACASO ESTÁS SORDO, O QUE MIERDA?",1
502,¿Qué te paso Navidad? Antes eras chevere.,0
503,"¿Quien es mas grande, un niño de un año o un pollito de un año? El pollito, porque tiene un año y pico! by @RiskalSoul",1
504,"Si tu apellido fuera Melculo, ¿cómo te gustaría que te llamaran? ¿Abraham, Rosa, Aida o Deborah? ",1
505,"Típico : —Mamá, ¿A donde vas? —Al super, ¿por? —Tráeme algo.",0
506,Aburrirse y empezar a molestar gente...,0
507,"Mujeres, nunca le digan a un hombre ""Sabes de qué hablo"", enserio no sabemos, somos muy pendejos.",0
508,¿Quien es el papá del Príncipe Azul? ¡Pues el Blue Ray! by @jfcorguez  ,0
509,"-Soldado, si delante tiene el norte, a la derecha el este y a la izquierda el oeste, ¿qué tiene detrás? -La mochila. ",1
510,- ¿Salgo en tu foto? -No - ¿Entonces para que carajo me etiquetas?,0
511,- ¿Sabes el chiste de Otto? -No - ¡Otto que no lo sabe!,1
512,La ausencia de alguien que te importa puede quitarte las ganas de todo.,0
513,"Mamá, mamá... ¿qué significa cuando en tu computadora me sale Formateando Disco C? ",1
514,"-Amiga, esta semana bajé 3 kilos -Que bueno. ¿Hiciste dieta? -No, me desmaquille",1
515,"RT @BuenaFraseEs: Una relación tiene la intención de mejorar tu vida, no de mantener tu vida.",0
516,"—A ver Peter ¿Cuál fue el Nazi más famoso?
—Victor, profe
—¿Victor?
—Sí, Victor el Nazi nesty W con Yandel JAJÁ
—Reprobado",1
517,"-Mesero, ¿qué come el niño de esa mesa? -Lo están amamantando -Tráigame lo mismo. -Pero señor... - ¡LO MISMO DIJE!",1
518,"Planeando el asesinato de mi almohada, ya sabe demasiado",1
519,¿Sabes cuál es el nuevo café que ofrecen en Starbucks? El Café Kalimba: Negro Ex-preso! via @fabiuxyz  ,0
520,Felicidad es comer y no engordar.,1
521,"-911, ¿cuál es su emergencia? -Vino mi suegra",1
522,"Yo También Dije en pleno examen ""Profe y eso cuando lo vimos"".",0
523,Los “Tres Chiflados” de la maxidevaluación en Venezuela (fotomontaje Calavera) http://t.co/XIgJ6xyF,0
524,"—¡ESTOY HARTO DE QUE HABLEN A MIS ESPALDAS! —Señor, usted es taxista. —Ah, sí, es cierto.",1
525,"—Que paso? 
—Una larga historia 
— Tengo tiempo 
— Yo flojera, no jodas.",1
526,"A las embarazadas todas le acarician la panza y dicen FELICIDADES, pero nadie acaricia el miembro y dicen BUEN TRABAJO",1
527,"""En los comerciales de toallas femeninas salen mujeres felices"".  Debería salir una mujer queriendo matar a alguien, como en la vida real.",1
528,"Dos Locos: -Oye, a que no adivinas que es lo que tengo en la mano? -Hmmm... un elefante? -Si, bueno, pero de que color? ",1
529,"Este Halloween me voy a disfrazar de ""Contraseña incorrecta"", para asustar a todos.",1
530,"— ¿Cuál es la última letra del abecedario? + ¡La O! — ¿Será la Z? + No, porque entonces sería abecedarioz! — ",1
531,: ¿Cómo conviertes una perra en una gata? Le quitas la tarjeta de crédito. by @Choyizo ,1
532,"RT @CiseProgresa: ¿Ya nos enviaste tu ? ¿Qué esperas? Nuestro correo es ciseredes@gmail.com, puedes ganar fabulosos premios",0
533,"-Oye, ¿sabías que María tiene un auto convertible? -¿En serio? -Sí, en la mañana es de tamales y en la noche de hot-dogs.",0
534,"RT @iMoviePhrases: Los niños nunca deberían ir a la cama, cuando despiertan son un día más mayores. Johnny Deep (Descubriendo Nunca Jamás)",0
535,Más desesperado que mi mujer buscando el Blackberry en la cama...  ,0
536,¿Que es eso de dormir temprano? ¿Es una aplicación móvil?,1
537,"-Soy una persona tranquila, paciente, gentil... -Pero... - ¡CÁLLATE QUE TODAVÍA NO TERMINE DE HABLAR MIERDA!",1
538,"- Capitán, ¿Puedo desembarcar por la izquierda? – Se dice por babor...  – Por babor Capitán, ¿Puedo desembarcar por la izquierda?",1
539,Yo también me acuerdo de algo gracioso y me empiezo a reír solo.,0
540,"-Mamá, mamá! voy a salir en MTV -Que orgullo hija, ¿en que programa? -16 and pregnant. ",1
541,Yo vivo a base de Vitamina C: Cama. Celular. Computadora. &amp; Comida.,0
542, leer que en la puerta dice TIRE y terminar empujandola,1
543,3 palabras que te joden el examen: Justifica tu respuesta.,0
544,Tengo una duda ¿Los flojos van al cielo o los vienen a buscar? (O_O),0
545,"-Mozo, ¿tiene alitas? -Sí señor -Entonces tráigame una cerveza. ¡Pero volando! JAJAJA",1
546,"-Hijo, tienes los ojos rojos +Si papá, me he fumado un porro -Ahhhh, pensaba que habias cortado una cebolla, no me gusta que uses cuchillos.",1
547,"— ¿Me prestas tu celular? — Sí, espera...*borrar* *borrar* *borrar* Listo, tomá...",1
548,"Típico: Si ignoras, te buscan. Si buscas, te ignoran",0
549,"-¿Sabías que Jennifer Lopez padece una enfermedad renal? -¿De veras? -Sí, porque está renal-gona :) by @lust_x_ever ",1
550,Situación Sentimental: Con hambre.,1
551,Ese momento incomodo en que tu mamá esta lavando los platos y te acercas lentamente y le pones un vaso sucio.,1
552,-PTM le cortaron el internet al vecino! -¿Y tú de qué te quejas? -¿De donde crees que tomo la señal...? by @krlosv12 ,1
553,"-Niña, ¿no te da miedo jugar en el cementerio? -Cuando estaba viva sí.",1
554,¡Lo que usted me dice me llena de dicha y de gozo! ¡¿Cómo será todo entero si a eso le llaman el trozo?! ,1
555,"Lo que has oído de mí, podría ser cierto o tal vez podría ser tan falso como la persona que te lo ha dicho.",0
556,¿Dónde venden tareas? Mi perro tiene hambre.,1
557,Awww!!! Preciosa imagen de un oso panda ayudando a otro panda. http://t.co/0C5RI9Er,0
558,"—Mama, mama, en el ""cole"" me llaman maricón. —Y tu que les haces? —Les pego con el bolso.",0
559,"-Amor, ¿qué significa “marry me”? -Cásate conmigo - ¡Acepto! - ¿Qué? Si solo te estaba… -CALLATE, la boda será en 10 días",1
560,Típico: vas al medico y te pone 100 ml de صول على مشغووقف م فيس صو ع,0
561,¿Cual es el colmo de la confianza? Lanzarse un pedo cuando se tiene diarrea ,1
562, De esas veces que quieres llamarle a tu novia pero no tienes saldo. Ni novia.,1
563,Soy de ese 0.001% que cuando dice la verdad se empieza a reír y parece que miente. ¬¬',0
564,"TÍPICO: me pongo los auriculares, me hablan, y solo sonrío y digo que ""si""",0
565,- ¿Y tu media naranja? -En el árbol tratando de madurar.,1
566,En un restaurante: - ¿Señor como quiere sus huevos? -Con toda mi alma,1
567,Un aplauso para esas personas que te sacan una gran sonrisa sincera en esos momentos de tristeza infinita.,0
