,text,median,category
258,¿Qué le dijo una nalga a otra nalga? Sospecho que entre nosotras hay una soplona!   punctuation pronoun pronoun verb determiner noun adposition determiner noun punctuation verb conjunction adposition pronoun verb determiner noun punctuation,2,1
259,Mi sistema operativo es multitarea: Acaba con mis nervios y mi paciencia al mismo tiempo.  determiner noun adjective verb noun punctuation verb adposition determiner noun conjunction determiner noun adposition determiner adjective noun punctuation,0,0
260,"Típico: Decir ""SI"" sin tener ni idea de lo que están hablando. noun punctuation verb punctuation conjunction punctuation adposition verb conjunction noun adposition determiner pronoun verb verb punctuation",0,0
261,CHISTE PICANTE: Explicaciones (en nuestro sitio web) http://www.loschistes.com/chiste-484.html   noun punctuation noun punctuation adposition determiner noun adjective punctuation number,0,0
262,"- ¿Desea usted una mesa? -No, venimos a comer en el suelo punctuation punctuation verb pronoun determiner noun punctuation punctuation adverb punctuation verb adposition verb adposition determiner noun",3,1
263,"Era un tipo tan gordo, pero tan gordo, que su ángel de la guarda dormía en el suelo    verb determiner noun adverb adjective punctuation conjunction adverb adjective punctuation conjunction determiner noun adposition determiner noun verb adposition determiner noun",0,0
264,Un experto es alguien que te explica algo sencillo de forma confusa de tal forma que te hace pensar que la confusión es culpa tuya. determiner noun verb pronoun pronoun pronoun verb pronoun adjective adposition noun adjective adposition determiner noun pronoun pronoun verb verb conjunction determiner noun verb noun adjective punctuation,0,0
265,"Típico te dicen: ""me saludas a tu mamá"" y nunca lo haces. noun pronoun verb punctuation punctuation pronoun verb adposition determiner noun punctuation conjunction adverb pronoun verb punctuation",0,0
266,"—¿A dónde tan solita, chiquita? —Voy al kinder, señor. punctuation punctuation adposition pronoun adverb adjective punctuation adjective punctuation punctuation noun adposition determiner verb punctuation interjection punctuation",2,1
267,"RT @CuriosoDato: Perdonar es el valor de los valientes. Solamente aquel que es bastante fuerte para perdonar una ofensa, sabe amar. Mahatma… noun punctuation noun punctuation verb verb determiner noun adposition determiner noun punctuation adverb determiner pronoun verb adverb adjective adposition verb determiner noun punctuation verb verb punctuation noun punctuation",1,0
268,"2 borrachitos: -Llévame al bar la ""Perla Milagrosa"". Otro día en el hospital y aporreados: ¡Menso, ahí decía la ""Curva Peligrosa""! number noun punctuation punctuation verb pronoun adposition determiner noun determiner punctuation noun punctuation punctuation determiner noun adposition determiner noun conjunction verb punctuation punctuation noun punctuation adverb verb determiner punctuation noun punctuation punctuation",1,1
269,"Hablo 3 idiomas: español, sarcasmos e indirectas. verb number noun punctuation adjective punctuation noun conjunction noun punctuation",1,1
270,Típico: Decir la verdad y que no te crean por reírte. noun punctuation verb determiner noun conjunction conjunction adverb pronoun verb adposition verb pronoun punctuation,0,0
271,"- Doctor, ¿qué tiene mi marido? - Una mujer preciosa. - Awww ,muy amable. Pero recuerde que estoy casada... - Por poco tiempo. punctuation noun punctuation punctuation pronoun verb determiner noun punctuation punctuation determiner noun adjective punctuation punctuation noun punctuation adverb adjective punctuation conjunction verb conjunction verb verb punctuation punctuation adposition determiner noun punctuation",4,1
272,"-Mi primo se desfiguro media cara -Bueno, míralo por el lado bueno punctuation determiner noun pronoun verb adjective noun punctuation interjection punctuation verb pronoun adposition determiner noun adjective",2,1
273,"- ¿Usted sabe ingles? -Si -A ver, ¿como se dice puerta? -Door - ¿Y el que vende puertas? -Vende-door. punctuation punctuation pronoun verb noun punctuation punctuation conjunction punctuation adposition verb punctuation punctuation conjunction pronoun verb noun punctuation punctuation noun punctuation punctuation conjunction determiner pronoun verb noun punctuation punctuation noun punctuation",3,1
274,"-Mi amor, ¿Como me queda este vestido blanco? - ¡un oso polar! Todos corran por sus vidas punctuation determiner noun punctuation punctuation conjunction pronoun verb determiner verb noun punctuation punctuation punctuation determiner noun adjective punctuation pronoun verb adposition determiner noun",4,1
275,El último deseo de mi padre antes de morir era que me sentara en sus piernas. Lo habían condenado a la silla eléctrica.   determiner adjective noun adposition determiner noun adposition verb verb conjunction pronoun verb adposition determiner noun punctuation pronoun verb verb adposition determiner noun adjective punctuation,2,1
276,Ver el examen y pensar debajo de que puente vas a vivir verb determiner noun conjunction verb adposition pronoun noun verb adposition verb,4,0
277,"Cuando te sientas muy mal, recuerda que hay gente que tiene un tatuaje con el nombre de su ex. conjunction pronoun verb adverb adverb punctuation verb conjunction verb noun pronoun verb determiner noun adposition determiner noun adposition determiner noun",4,1
278,"Tengo una amiga que le dicen Rambo, porque es-talón y cobra...  verb determiner noun pronoun pronoun verb noun punctuation conjunction noun conjunction verb punctuation",1,1
279,Hoy en día la fidelidad sólo se ve en los equipos de sonido... adverb adposition noun determiner noun adverb pronoun verb adposition determiner noun adposition noun punctuation,5,1
280,¿En qué se parece un vibrador a la soya? En que los dos son el sustituto de la carne. punctuation adposition pronoun pronoun verb determiner noun adposition determiner noun punctuation adposition conjunction determiner number verb determiner noun adposition determiner noun punctuation,4,1
281,"Me di cuenta que “Viernes” al revés se escribe “senreiV”, no significa nada, pero tengo hambre pronoun verb conjunction punctuation date punctuation adposition determiner noun pronoun verb punctuation noun punctuation punctuation adverb verb pronoun punctuation conjunction verb noun",0,0
282,"-Besémonos - ¿Besaste monos? ¡Que asco! -No, yo quería decir que... -Das pena -Pero no entend... - ¡ADIÓS BESADOR DE MONOS! punctuation verb pronoun punctuation punctuation verb noun punctuation punctuation conjunction noun punctuation punctuation adverb punctuation pronoun verb verb conjunction punctuation punctuation verb noun punctuation conjunction adverb noun punctuation punctuation punctuation noun punctuation",0,0
283,Llega el esposo a su casa: TUM TUM y la esposa dice: ¿Quien es? — Soy el hombre q te hace feliz en la cama! — Pase vecino Esta abierto. verb determiner noun adposition determiner noun punctuation noun conjunction determiner noun verb punctuation punctuation pronoun verb punctuation punctuation noun determiner noun noun pronoun verb adjective adposition determiner noun punctuation punctuation noun noun noun verb punctuation,4,1
284,"RT @TodoReflexion: Que ironía: Si ignoras, te buscan... si buscas, te ignoran. noun punctuation noun punctuation conjunction noun punctuation conjunction verb punctuation pronoun verb punctuation conjunction noun punctuation pronoun verb punctuation",0,0
285,"- ¿Tenemos sexo? -Lo siento, busco algo serio -Tranquila, sé tener sexo sin reírme. punctuation punctuation verb noun punctuation punctuation pronoun verb punctuation verb pronoun adjective punctuation noun punctuation verb verb noun adposition verb pronoun punctuation",2,1
286,"¿Dedicarte tweets? JAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAAJAJAJAJAJA Espero estés leyendo esto, te quiero mucho. punctuation verb pronoun noun punctuation noun verb verb pronoun punctuation pronoun verb adverb punctuation",5,0
287,"Detrás de un ""Cuídate"" hay un ""Si te pasa algo me muero"". adposition determiner punctuation verb pronoun punctuation verb determiner punctuation conjunction pronoun verb pronoun pronoun verb punctuation punctuation",0,0
288,Mi Psicólogo me dijo que estoy obsesionado con la venganza. Pero esto no se va a quedar así. determiner noun pronoun verb conjunction verb verb adposition determiner noun punctuation conjunction pronoun adverb pronoun verb adposition verb adverb punctuation,3,1
289,Típico: Tener todo el tiempo del mundo y terminar haciendo todo a última hora. noun punctuation verb determiner determiner noun adposition determiner noun conjunction verb verb pronoun adposition adjective noun punctuation,0,0
290,Piensa un número. Multiplícalo por 2. Súmale 6. Quítale la mitad. Réstale el número que pensaste. El resultado es 3. verb determiner noun punctuation verb pronoun adposition number punctuation verb pronoun number punctuation verb pronoun determiner noun punctuation verb pronoun determiner noun pronoun verb punctuation determiner noun verb number punctuation,1,0
291,-Te invito a comer algo que hizo mi mamá - ¿Qué es? -YO punctuation pronoun verb adposition verb pronoun pronoun verb determiner noun punctuation punctuation pronoun verb punctuation punctuation pronoun,2,1
292,"Tía Sara, ¿para qué te pintas? -Para estar mas guapa. -¿Y tarda mucho en hacer efecto?   noun punctuation punctuation adposition pronoun pronoun noun punctuation punctuation adposition verb conjunction adjective punctuation punctuation punctuation conjunction verb adverb adposition verb noun punctuation",2,1
293,"Un ladrón entró a una casa y despertó a un hombre que dormía: - ¡Busco dinero! - ¡Que buena idea, espera que me levanto y buscamos los dos! determiner noun verb adposition determiner noun conjunction verb adposition determiner noun pronoun verb punctuation punctuation punctuation verb noun punctuation punctuation punctuation conjunction adjective noun punctuation verb conjunction pronoun verb conjunction verb determiner number punctuation",3,1
294,Audífonos? + Música? = Olvidarse del mundo por un rato. noun punctuation noun punctuation punctuation noun adposition determiner noun adposition determiner noun punctuation,0,0
295,¿Sabías que..? Hoy es el último viernes del 2013... ¡A disfrutarlo con amigos! punctuation verb conjunction punctuation punctuation punctuation adverb verb determiner adjective date adposition determiner number punctuation punctuation adposition verb pronoun adposition noun punctuation,0,0
296,"Conmigo no funciona el ""te ignoro para que te enamores"". A mi tú me ignoras y te mando a la mierda. pronoun adverb verb determiner punctuation pronoun verb adposition conjunction pronoun verb punctuation punctuation adposition determiner pronoun pronoun verb conjunction pronoun verb adposition determiner noun punctuation",0,0
297,Mujeres pequeñas de estatura por tener mucha belleza acumulada. noun adjective adposition noun adposition verb determiner noun verb punctuation,0,0
298,"-Abuela, ¿viste mis drogas de diseño? -No, estuve entretenida viendo como juegan los dragones con los delfos en el techo punctuation noun punctuation punctuation verb determiner noun adposition noun punctuation punctuation adverb punctuation verb verb verb conjunction verb determiner noun adposition determiner noun adposition determiner noun",4,1
299,Volví!!! Quieren chistes? verb punctuation punctuation punctuation verb noun punctuation,0,0
300,3 Cosas que he aprendi en la escuela: Enviar WhatsApp's sin mirar. Dormir sin que me vean. El trabajo en equipo durante los exámenes. number noun pronoun verb noun adposition determiner noun punctuation verb noun adposition verb punctuation verb adposition conjunction pronoun verb punctuation determiner noun adposition noun adposition determiner noun punctuation,2,0
301,Decirle a un niño que su dibujo es muy chulo y luego preguntar qué es. verb pronoun adposition determiner noun pronoun determiner noun verb adverb adjective conjunction adverb verb pronoun verb punctuation,0,0
302,-No estaba tan borracho... - ¿Que no? Abrazaste a un vagabundo con barba mientras gritabas: ¡DUMBLEDORE ESTA VIVO! punctuation adverb verb adverb adjective punctuation punctuation punctuation pronoun adverb punctuation verb adposition determiner noun adposition noun conjunction verb punctuation punctuation noun punctuation,3,1
303,"Hacer la tarea 5 minutos antes de entregarla. ¡Oh,si vivo la vida al extremo!. verb determiner noun number adposition verb pronoun punctuation punctuation interjection punctuation conjunction verb determiner noun adposition determiner noun punctuation punctuation",0,0
304,¿Qué le dijo el inodoro a Batman? Te conozco la bati-cueva.  punctuation pronoun pronoun verb determiner noun adposition noun punctuation pronoun verb determiner adjective punctuation,1,1
305,"Típico : —Guarde su celular —Ya voy —Que guarde su celular —Si, si, ahorita lo guardo —Dámelo —No, mira ya lo guardé. noun punctuation punctuation noun determiner adjective punctuation noun verb punctuation noun verb determiner adjective punctuation noun punctuation conjunction punctuation adverb pronoun verb punctuation noun punctuation noun punctuation verb adverb pronoun verb punctuation",0,0
306,Típico: escribir rápido la contraseña para que no la vean y sin darte cuenta la escribís en usuario. noun punctuation verb adverb determiner noun adposition conjunction adverb pronoun verb conjunction adposition verb determiner verb adposition noun punctuation,0,0
307,"¿Cuál es el único pájaro que hace pipí por la boca? Mal pensados, es el correcaminos, pi pi!  punctuation pronoun verb determiner adjective noun pronoun verb noun adposition determiner noun punctuation adverb verb punctuation verb determiner noun punctuation noun noun punctuation",4,1
308,"El físico atrae, pero que estés en mi fondo de pantalla enamora. determiner noun verb punctuation conjunction conjunction verb adposition determiner noun adposition noun verb punctuation",0,0
309,MI ASCO HACIA LAS MATEMÁTICAS AUMENTA A MEDIDA QUE AVANZA EL CURSO. noun punctuation,0,0
310,"Logré que mi abuelito dejara de morderse las uñas- ¿Le amarraste las manos? -No, le escondí la dentadura!  verb conjunction determiner noun verb adposition verb pronoun determiner noun punctuation punctuation pronoun verb determiner noun punctuation punctuation adverb punctuation pronoun verb determiner noun punctuation",4,1
311,"—¿Sabes qué es lo mas bonito de ti? —Awww ¿Qué cosa mi amor? —No tengo idea, por eso te pregunto ¬¬' punctuation punctuation verb pronoun verb pronoun conjunction adjective adposition pronoun punctuation punctuation noun punctuation determiner noun determiner noun punctuation punctuation noun verb noun punctuation adposition pronoun pronoun verb punctuation punctuation punctuation",2,1
312,"—Profesora ""ayer"" lleva h? —No. —Y ""hoy"" lleva h? —Si, hoy si. —Como cambian las cosas de un día para otro... punctuation noun punctuation adverb punctuation verb noun punctuation punctuation noun punctuation punctuation noun punctuation adverb punctuation verb noun punctuation punctuation noun punctuation adverb conjunction punctuation punctuation noun verb determiner noun adposition determiner noun adposition pronoun punctuation",5,1
313,"–¿Tiene pastillas para la diarrea? –No. –Ok, deme un rollo de papel higiénico :( punctuation punctuation verb noun adposition determiner noun punctuation punctuation noun punctuation punctuation noun punctuation verb pronoun determiner noun adposition noun adjective punctuation punctuation",2,1
314,"RT @PerraCochina: Más vale reír en una choza que llorar en un palacio, disfruta tu vida mientras luchas por lo que quieres. noun punctuation noun punctuation adverb verb verb adposition determiner noun pronoun verb adposition determiner noun punctuation verb determiner noun conjunction noun adposition determiner pronoun verb punctuation",0,0
315,"Un viejito se toma una viagra, cierra los ojos y se concentra. De pronto se toca el corazón y grita: Tu no guevón, tu no!!!  determiner noun pronoun verb determiner noun punctuation verb determiner noun conjunction pronoun verb punctuation adposition adverb pronoun verb determiner noun conjunction noun punctuation determiner adverb noun punctuation determiner adverb punctuation punctuation punctuation",4,1
316,"Un buen amigo es aquel que llora tu muerte, pero un mejor amigo ese es el que busca las esferas del dragón para revivirte determiner adjective noun verb determiner pronoun verb determiner noun punctuation conjunction determiner adjective noun pronoun verb determiner pronoun verb determiner noun adposition determiner noun adposition verb pronoun",5,1
317,"Las verduras no son saludables, hoy salude a una y no me contesto la mal educada determiner noun adverb verb adjective punctuation adverb verb adposition determiner conjunction adverb pronoun verb determiner noun verb",4,1
318,"El que piense que el dinero no da la felicidad, que lo transfiera a mi cuenta. determiner pronoun verb conjunction determiner noun adverb verb determiner noun punctuation pronoun pronoun verb adposition determiner noun punctuation",4,1
319, Lol Respeten un poco Este TT es igual como si fuese  Que gracia  siempre  noun determiner adverb noun verb adjective conjunction conjunction verb noun noun adverb,1,0
320, Desearle cancer de Ano a @NicolasMoreno1 verb pronoun verb adposition noun adposition punctuation number,1,1
321,"-¡Oye, te dijo NERD! -¿¡Cómo se atreve?! Deténme mi calculadora!  punctuation punctuation verb punctuation pronoun verb noun punctuation punctuation punctuation punctuation pronoun pronoun verb punctuation punctuation verb pronoun determiner noun punctuation",3,1
322,Copiar la conversación y pasarsela a tu amiga para ver que opina al respecto verb determiner noun conjunction verb pronoun pronoun adposition determiner noun adposition verb conjunction verb adposition determiner noun,0,0
323,—¿QUÉ SOMOS? —¡Mujeres! —¿QUÉ QUEREMOS? —¡No sabemos! —¿CUÁNDO LO QUEREMOS? —¡Ahora mismo! :D punctuation punctuation noun punctuation punctuation punctuation noun punctuation punctuation punctuation noun punctuation punctuation punctuation adverb verb punctuation punctuation punctuation noun punctuation punctuation punctuation adverb adjective punctuation punctuation noun,1,1
324,"RT @FernandoCelis: ""No esperes por el momento preciso. Empieza ahora. Hazlo ahora. Si esperas por el momento adecuado, nunca dejarás de  ... noun punctuation noun punctuation punctuation adverb verb adposition determiner noun adjective punctuation verb adverb punctuation verb pronoun adverb punctuation conjunction noun adposition determiner noun verb punctuation adverb verb adposition punctuation",0,0
325,"Mi mamá también me dijo: ""hasta que tengas 18 años..."". Al cumplir los 18, la frase cambia por: ""mientras vivas bajo este techo..."". determiner noun adverb pronoun verb punctuation punctuation adposition conjunction verb number noun punctuation punctuation punctuation adposition determiner verb determiner number punctuation determiner noun verb adposition punctuation punctuation adverb adjective adposition determiner noun punctuation punctuation punctuation",4,1
326,"El ""me caes mal"" a primera vista, si existe. determiner punctuation pronoun verb adverb punctuation adposition adjective noun punctuation conjunction verb punctuation",0,0
327,"- Señor, estoy extremadamente enamorado de su hija, es muy linda, y no es por su dinero...

- ¡Ah! ¿De cuál de las 4?

- De cualquiera... :D punctuation interjection punctuation verb adverb verb adposition determiner noun punctuation verb adverb adjective punctuation conjunction adverb verb adposition determiner noun punctuation punctuation punctuation interjection punctuation punctuation adposition pronoun adposition determiner number punctuation punctuation adposition pronoun punctuation punctuation noun",5,1
328,"Si fumas mueres, si tomas mueres, si te drogas mueres, si vives mueres... Disfruta la vida al final siempre mueres. conjunction verb verb punctuation conjunction noun verb punctuation conjunction pronoun noun verb punctuation conjunction verb verb punctuation verb determiner noun adposition determiner noun adverb verb punctuation",3,0
329,"Típico : despertarse un domingo temprano, darte la vuelta y volverte a dormir. noun punctuation verb pronoun determiner date noun punctuation verb pronoun determiner noun conjunction verb pronoun adposition verb punctuation",3,0
330,"-Te amo -Jajaja gracias, yo también me amo punctuation pronoun verb punctuation noun noun punctuation pronoun adverb pronoun verb",2,1
331,Mi mamá piensa que vacaciones significa temporada de limpieza extrema. determiner noun verb conjunction noun verb noun adposition noun adjective punctuation,4,1
332,En un tiroteo la policía detiene a un ciego. Luego de un rato lo sueltan porque no tenía nada que ver   adposition determiner noun determiner noun verb adposition determiner adjective punctuation adposition determiner noun pronoun verb conjunction adverb verb pronoun pronoun verb,3,1
333,"Investigaciones recientes indican que sólo 6 personas sufren de crisis económica en el País: yo, tú, él, nosotros, vosotros y ellos. noun adjective verb conjunction adverb number noun verb adposition noun adjective adposition determiner noun punctuation pronoun punctuation pronoun punctuation pronoun punctuation pronoun punctuation pronoun conjunction pronoun punctuation",1,1
334,Típico: escribir rápido la contraseña para que no la vean y sin darte cuenta la  escribes en usuario. noun punctuation verb adverb determiner noun adposition conjunction adverb pronoun verb conjunction adposition verb determiner verb adposition noun punctuation,3,1
335,"Le escribo y no me responde, seguro se desmayó de la emoción. pronoun verb conjunction adverb pronoun verb punctuation adverb pronoun verb adposition determiner noun punctuation",0,0
336,"-Hola, ¿salimos? -No puedo - ¿Qué tenes? -Buen gusto. punctuation interjection punctuation punctuation verb punctuation punctuation adverb verb punctuation punctuation determiner noun punctuation punctuation adjective noun punctuation",1,1
337,Un RT por Mosquitos que practican Formula 1 en tu oreja. determiner noun pronoun verb noun number adposition determiner noun punctuation,3,1
338,"A la cima no se llega superando a los demás, sino superándose a sí mismo. ¡BUENAS NOCHES! adposition determiner noun adverb pronoun verb verb adposition determiner pronoun punctuation conjunction verb pronoun adposition pronoun adjective punctuation punctuation noun punctuation",0,0
339,"Quién esté libre de pecado, qué aburrida su vida. pronoun verb adjective adposition noun punctuation pronoun verb determiner noun punctuation",1,1
340,"Típico : 
—Mamá, ¿A donde vas? 
—Al super, ¿por? 
—Tráeme algo. noun punctuation punctuation noun punctuation punctuation adverb noun punctuation punctuation noun determiner adjective punctuation punctuation adposition punctuation punctuation noun pronoun punctuation",2,1
341,"Superar es necesario, seguir adelante es esencial y mirar hacia atrás es perder el tiempo. verb verb adjective punctuation verb adverb verb adjective conjunction verb adposition adverb verb verb determiner noun punctuation",0,0
342,"Cuando un hombre abre la puerta del auto para que entre su esposa, o tiene un auto nuevo o una nueva esposa.   conjunction determiner noun verb determiner noun adposition determiner noun adposition conjunction adposition determiner noun punctuation conjunction verb determiner noun adjective conjunction determiner adjective noun punctuation",0,0
343,Tipico: Enviar un mensaje y tener miedo de leer la respuesta. noun punctuation verb determiner noun conjunction verb noun adposition verb determiner noun punctuation,0,0
344,Teléfono en silencio: 15 llamadas perdidas 12 mensajes 155 Whatsapp Teléfono con sonido: 0 llamadas 0 mensajes 0 Whatsapp noun adposition noun punctuation number noun verb number noun number noun adposition noun punctuation number noun number noun number noun,2,1
345,"- ¿Estoy gorda amor? -No, tenes un cuerpo común - ¿Qué tan común? -Comuncerdito punctuation punctuation verb adjective noun punctuation punctuation adverb punctuation noun determiner noun adjective punctuation punctuation pronoun adverb adjective punctuation punctuation noun",3,1
346,Nada mejor que despertar y darte cuenta que puedes seguir durmiendo. pronoun adverb pronoun verb conjunction verb conjunction verb verb verb punctuation,0,0
347,RT @NewbirdVe:  que la persona que está caminando atrás te saque el zapato y ni disculpas te pida. noun punctuation noun punctuation conjunction determiner noun pronoun verb verb adverb pronoun verb determiner noun conjunction adverb noun pronoun verb punctuation,0,0
348,Típico: entrar caminando a la cena navideña y salir rodando. noun punctuation verb verb adposition determiner noun adjective conjunction verb verb punctuation,3,1
349,Típico: —¿Mamá puedo salir? —¿A donde? ¿Cuando? ¿A qué hora? ¿Por qué? ¿Con quién? ¿Para qué? noun punctuation punctuation punctuation noun verb verb punctuation punctuation punctuation adverb punctuation punctuation conjunction punctuation punctuation adposition determiner noun punctuation punctuation adposition pronoun punctuation punctuation adposition pronoun punctuation punctuation adposition pronoun punctuation,1,1
350,"Cuando vas a estudiar, hasta la pared se pone más interesante. conjunction verb adposition verb punctuation adposition determiner noun pronoun verb adverb adjective punctuation",1,1
351,"Me gusta comermelas!!!!.... Papitas fritas,  , pollito, carne, etc :) pronoun verb verb pronoun pronoun punctuation punctuation punctuation punctuation punctuation noun noun punctuation punctuation noun punctuation noun punctuation punctuation punctuation punctuation",1,1
352,"¿Quien fue el hombre mas feliz del mundo? Adán, porque jamás conoció a su suegra! punctuation pronoun verb determiner noun conjunction adjective adposition determiner noun punctuation noun punctuation conjunction adverb verb adposition determiner noun punctuation",1,1
353,"-¡Enfermera! El paciente acaba de tener un paro cardiaco, hay que reanimarlo -Si Doctor: ¡Paciente! ¡paciente! ¡Ra Ra Ra!  punctuation punctuation noun punctuation determiner noun verb adposition verb determiner noun adjective punctuation verb conjunction verb pronoun punctuation conjunction noun punctuation punctuation noun punctuation punctuation adjective punctuation punctuation noun punctuation",2,1
354,"— Hola, ¿Cómo te llamas?
— No soy el ayer ni soy el mañana...
— ¿De qué hablas?
— Me llamo Eloy! punctuation noun punctuation punctuation pronoun pronoun noun punctuation punctuation noun verb determiner adverb adverb verb determiner noun punctuation punctuation punctuation adposition pronoun verb punctuation punctuation noun verb noun punctuation",1,1
355,"Papá papá, me resuelves el problema de matemáticas? -No hijo, no estaría bien. -Bueno, intentalo de todas formas.  noun noun punctuation pronoun verb determiner noun adposition noun punctuation punctuation adverb noun punctuation adverb verb adverb punctuation punctuation interjection punctuation verb pronoun adposition determiner noun punctuation",3,1
356,En un examen: 1- Miras al cielo por inspiración. 2- Al suelo por desesperación. 3- A los lados por información. adposition determiner noun punctuation number punctuation noun adposition determiner noun adposition noun punctuation number punctuation adposition determiner noun adposition noun punctuation number punctuation adposition determiner noun adposition noun punctuation,1,1
357,Mi iPhone 5s lo cuido tanto que todavía lo tengo en su caja... en la tienda... en el centro comercial... :( determiner verb number pronoun verb adverb conjunction adverb pronoun verb adposition determiner noun punctuation adposition determiner noun punctuation adposition determiner noun adjective punctuation punctuation punctuation,4,1
358,"Hay que aprender a ser quien somos, recordar sin problemas lo que fuimos y dejar de calcular lo que seremos. verb conjunction verb adposition verb pronoun verb punctuation verb adposition noun determiner pronoun verb conjunction verb adposition verb determiner pronoun verb punctuation",0,0
359,"Típico: Ir al médico, y que te pregunte qué te pasa y mirar a tu mamá para que ella hable. noun punctuation verb adposition determiner noun punctuation conjunction conjunction pronoun verb pronoun pronoun verb conjunction verb adposition determiner noun adposition conjunction pronoun verb punctuation",0,0
360,Profe yo con este sueño y usted con esa Habladera estresa hasta a un payaso -_-! noun pronoun adposition determiner noun conjunction pronoun adposition determiner noun noun adposition adposition determiner noun punctuation punctuation punctuation punctuation,1,1
361,"Madonna tiene 55 y su novio 22.
Jennifer Lopez 44 y su novio 26.
Si no estás saliendo con nadie, no te preocupes, tal vez todavía no nace. noun verb number conjunction determiner noun number punctuation noun number conjunction determiner noun number punctuation conjunction adverb verb verb adposition pronoun punctuation adverb pronoun verb punctuation adverb adverb adverb verb punctuation",4,1
362,"Se perdió un albino en un bosque , el padre compró una escopeta y empezó a tirar y apareció porque al pan pan albino vino!! pronoun verb determiner adjective adposition determiner noun punctuation determiner noun verb determiner noun conjunction verb adposition verb conjunction verb conjunction adposition determiner noun noun adjective noun punctuation punctuation",2,1
363,Si no quieres respuestas sarcástica entonces no hagas preguntas estúpidas.  conjunction adverb verb noun adjective adverb adverb verb noun adjective punctuation,0,0
364,El único final feliz que conozco es el fin de semana. determiner adjective noun adjective pronoun verb verb determiner noun adposition noun punctuation,3,1
365,"—¿Qué vas a hacer hoy? —Nada. —¿No hiciste eso ayer? —Sí, pero no termine. punctuation punctuation pronoun verb adposition verb adverb punctuation punctuation noun punctuation punctuation punctuation adverb verb pronoun adverb punctuation punctuation noun punctuation conjunction adverb verb punctuation",3,1
366,Las mujeres y su súperpoder de detener el mundo cuando caminan con tacones y el pelo suelto. determiner noun conjunction determiner noun adposition verb determiner noun pronoun verb adposition noun conjunction determiner noun adjective punctuation,1,1
367,"-Mi amor, estoy embarazada -A mi ni me digas, yo te pedí prueba de amor, no de fertilidad! by @jfra1   punctuation determiner noun punctuation verb verb punctuation adposition determiner conjunction pronoun verb punctuation pronoun pronoun verb noun adposition noun punctuation adverb adposition noun punctuation noun punctuation number",2,1
368,"RT @dianadagostino_: ""El corazón no es de quien lo rompe, sino de quien lo repara"". -Anónimo noun punctuation noun punctuation punctuation punctuation determiner noun adverb verb adposition pronoun pronoun verb punctuation conjunction adposition pronoun pronoun verb punctuation punctuation punctuation adjective",0,0
369,"El matrimonio es como el submarino, puede flotar, pero está diseñado para hundirse. determiner noun verb conjunction determiner noun punctuation verb verb punctuation conjunction verb verb adposition verb pronoun punctuation",1,1
370,Video de mujer que arruinó la boda de su mejor amiga: http://www.muydivertido.com/videos/watch.php?video=UBCH_vswYKk  noun adposition noun pronoun verb determiner noun adposition determiner adjective noun punctuation noun punctuation noun punctuation noun,0,0
371,-Se murió Amparo :( - ¡No puede ser! ¿Y como esta su marido? -Desamparado. punctuation pronoun verb noun punctuation punctuation punctuation punctuation adverb verb verb punctuation punctuation conjunction conjunction determiner determiner noun punctuation punctuation verb punctuation,3,1
372,"—¿Y cómo te va con tu novia? —Bien. Ahorita ella está en Narnia. —Pero Narnia no existe. —Bueno, creo que ya me vas entendiendo. punctuation punctuation conjunction pronoun pronoun verb adposition determiner noun punctuation punctuation noun punctuation adverb pronoun verb adposition noun punctuation punctuation noun adverb verb punctuation punctuation noun punctuation verb conjunction adverb pronoun verb verb punctuation",3,1
373,- ¿Sos hermosa? - ¿Es afirmación o pregunta? -Es mentira. Sos horrible JAJAJAJAJA - :( punctuation punctuation noun adjective punctuation punctuation punctuation verb noun conjunction noun punctuation punctuation verb noun punctuation noun adjective noun punctuation punctuation punctuation,4,0
374, Asi que tienes 63 años te llamas Amparo Grisales y no tienes ni una sola arruga? Dime que se siente usar tanto latex noun pronoun verb number noun pronoun noun noun conjunction adverb verb adverb determiner adjective noun punctuation verb pronoun conjunction pronoun verb verb determiner noun,0,0
375,"Típico: Una relación comienza con: ""¿Podemos hablar?"". Y termina con: ""Tenemos que hablar"". noun punctuation determiner noun verb adposition punctuation punctuation punctuation verb verb punctuation punctuation punctuation conjunction verb adposition punctuation punctuation verb conjunction verb punctuation punctuation",1,1
376,"Sentir celos sin ser nada, eso es amor. verb noun adposition verb pronoun punctuation pronoun verb noun punctuation",0,0
377,La amistad verdadera es cuando entras a casa de alguien y su wifi conecta automáticamente. determiner noun adjective verb conjunction verb adposition noun adposition pronoun conjunction determiner noun verb adverb punctuation,3,1
378,"Típico: - ¿Mamá, te ayudo en algo? -No - ¿Segura? -Sí *10 minutos después* - ¡ES QUE SIEMPRE HAGO TODO YO! ¡NO AYUDAS EN NADA! noun punctuation punctuation punctuation noun punctuation pronoun verb adposition pronoun punctuation punctuation adverb punctuation punctuation adjective punctuation punctuation pronoun number adverb punctuation punctuation punctuation noun punctuation punctuation noun punctuation",2,1
