,text,category,median
617,Típico: Que en tu casa haya una bolsa con más bolsas dentro de ella. noun punctuation conjunction adposition determiner noun verb determiner noun adposition adverb noun adposition pronoun punctuation,1,1
618,"RT @ceramicascaribe:  los ceramistas griegos trabajaron la cerámica influenciados por las civilizaciones del Antiguo Egipto, Cana… noun punctuation verb punctuation determiner noun adjective verb determiner noun verb adposition determiner noun adposition determiner noun punctuation noun punctuation",0,0
619,-¿Conoces el chiste de no y yo tampoco? -No. -Yo tampoco. Jajaja ¿Lo entendiste? -No. -Yo tampoco :( punctuation punctuation verb determiner noun adposition adverb conjunction pronoun adverb punctuation punctuation adverb punctuation punctuation pronoun adverb punctuation noun punctuation pronoun verb punctuation punctuation adverb punctuation punctuation pronoun adverb punctuation punctuation,1,2
620,- ¡La mano arriba! - ¿Cintura sola? Jaja - ¡La media vuelta!  -Jajaja -Dame tu cartera. Te estoy asaltando - :( punctuation punctuation determiner noun adverb punctuation punctuation punctuation noun adjective punctuation noun punctuation punctuation determiner adjective noun punctuation punctuation noun punctuation verb pronoun determiner noun punctuation pronoun verb verb punctuation punctuation punctuation,1,3
621,Esas ganas de acariciarle la cara con las ruedas de un tractor. determiner noun adposition verb pronoun determiner noun adposition determiner noun adposition determiner noun punctuation,0,0
622,Chao Elianis es TT' mundial?? Y de segundo??? Me dan pena colombia... No pueden poner algo mas interesante? Por ejemplo:  interjection noun verb noun punctuation adjective punctuation punctuation conjunction adposition noun punctuation punctuation punctuation pronoun verb noun verb punctuation adverb verb verb pronoun conjunction adjective punctuation adverb punctuation,0,0
623,"-Veamos, Jaimito, ¿qué me dices de la muerte de Napoleón? -¡Que lo siento mucho, maestra! punctuation verb punctuation noun punctuation punctuation pronoun pronoun verb adposition determiner noun adposition noun punctuation punctuation punctuation conjunction pronoun verb adverb punctuation noun punctuation",1,2
624,"Mujer: No tengo hijos, soy esméril. Amiga: Quizá tu esposo es imponente. Esposo: Ignorantes. Son esas pastillas anticorrosivas! noun punctuation adverb verb noun punctuation verb adjective punctuation noun punctuation adverb determiner noun verb adjective punctuation noun punctuation noun punctuation verb determiner noun adjective punctuation",1,3
625,"- ¿Sabes cómo se dice ""ella"" en inglés? -She -Puesh dime punctuation punctuation verb pronoun pronoun verb punctuation pronoun punctuation adposition noun punctuation punctuation noun punctuation noun verb pronoun",1,2
626,"–Se me perdió mi perro –Lo siento. Pero, ¿por qué no lo publicas en el diario? –No seas tonto, los perros no saben leer punctuation noun pronoun verb determiner noun punctuation noun verb punctuation conjunction punctuation punctuation adposition pronoun adverb pronoun verb adposition determiner noun punctuation punctuation noun verb adjective punctuation determiner noun adverb verb verb",1,3
627,Aburrirte en clase y llenar la parte de atrás del cuaderno de dibujos sin sentido. verb pronoun adposition noun conjunction verb determiner noun adposition adverb adposition determiner noun adposition noun adposition noun punctuation,1,2
628,En el autobús la señora le reclama al borracho: -Es que no puede poner las manos en otro sitio? -No me tiente! No me tiente!  adposition determiner noun determiner noun pronoun verb adposition determiner noun punctuation punctuation verb conjunction adverb verb verb determiner noun adposition determiner noun punctuation punctuation adverb pronoun verb punctuation adverb pronoun verb punctuation,1,3
629,—Hola ¿cómo te fue en tu operación de oído? —Sí. punctuation noun punctuation pronoun pronoun verb adposition determiner noun adposition noun punctuation punctuation noun punctuation,1,4
630,"- ¿Y tu novio? -Está allá - ¿Es un hombre bomba? - ¿Por qué? -Porque estalla JAJAJAJA ESPERA, NO TE VAYAS. NO TENGO AMIGOS :( punctuation punctuation conjunction determiner noun punctuation punctuation verb adverb punctuation punctuation verb determiner noun noun punctuation punctuation punctuation adposition pronoun punctuation punctuation conjunction verb noun punctuation noun punctuation noun punctuation punctuation",1,2
631,"¿De quién es esa manita? ¿De quién es esa piernita ¿De quién son esos ojitos? ¡Ay Dios mío, esta Morgue es un desastre!  punctuation adposition pronoun verb determiner noun punctuation punctuation adposition pronoun verb determiner noun punctuation adposition pronoun verb determiner noun punctuation punctuation interjection noun verb punctuation determiner noun verb determiner noun punctuation",1,4
632,"¿Qué le dijo Twitter a Facebook? -¿Por qué me sigues? ¿Y que le contestó Facebook? -No sé, pero Me Gusta!  punctuation pronoun pronoun verb noun adposition noun punctuation punctuation punctuation adposition pronoun pronoun verb punctuation punctuation conjunction conjunction pronoun verb noun punctuation punctuation adverb verb punctuation conjunction noun punctuation",1,4
633,Realmente es maravilloso cómo unos ojos pueden contener tanto futuro adverb verb adjective pronoun determiner noun verb verb determiner noun,0,0
634,"Tienes tres opciones:
1) Te beso.
2) Me besas.
3) Nos besamos. 

Tú eliges. verb number noun punctuation number punctuation noun noun punctuation number punctuation noun verb punctuation number punctuation noun verb punctuation pronoun verb punctuation",0,0
635,"-Profesora, ¿cuánto va a durar la clase? - ¿Para qué queres saber? -Es para calcular el tiempo que voy a dormir. punctuation noun punctuation punctuation pronoun verb adposition verb determiner noun punctuation punctuation punctuation adposition pronoun verb verb punctuation punctuation verb adposition verb determiner noun pronoun verb adposition verb punctuation",1,2
636,"—Eres como un imán.   
—¿Por qué te atraigo?   
—No, porque estás siempre pegada al refrigerador, gorda.  
—Pero...  
—¡GORDA, DIJE! punctuation noun conjunction determiner noun punctuation punctuation punctuation adposition pronoun pronoun verb punctuation punctuation noun punctuation conjunction verb adverb verb adposition determiner noun punctuation adjective punctuation punctuation noun punctuation punctuation punctuation noun punctuation noun punctuation",1,4
637,Estado civil: Depende de quien pregunte. noun adjective punctuation verb adposition pronoun verb punctuation,0,0
638,"Mi novio me pidió tiempo yo le dije: -Cielo parcialmente nublado,  y probabilidad de lluvias, temperatura 20°C determiner noun pronoun verb noun pronoun pronoun verb punctuation punctuation noun adverb verb punctuation conjunction noun adposition noun punctuation noun number",1,3
639,"RT @Ejercitandote: Bailar tambien quema calorias, una persona promedio quema aprox. 130kcal bailando cada media hora. noun punctuation noun punctuation verb verb noun adjective punctuation determiner noun noun noun adjective punctuation number verb determiner adjective noun punctuation",0,0
640,@PitufoFilosofon Te crees principe azul y no llegas a pitufo punctuation noun verb noun adjective conjunction adverb verb adposition noun,0,0
641,También es bueno tener un hombro sobre el cual reír. adverb verb adjective verb determiner noun adposition determiner pronoun verb punctuation,0,0
642,"Los mejores amigos siempre van a terminar ayudándote, justo después de reírse mucho de ti. determiner adjective noun adverb verb adposition verb verb pronoun punctuation adverb adposition verb pronoun adverb adposition pronoun punctuation",0,0
643,"RT @AmorProhibid0: Conocido no es ""amigo"".. Sexo no es ""amor"" .. Y reír no significa estar ""feliz"". noun punctuation number punctuation verb adverb verb punctuation adjective punctuation punctuation punctuation noun adverb verb punctuation noun punctuation punctuation punctuation conjunction verb adverb verb verb punctuation adjective punctuation punctuation",0,0
644,Soy la oveja con hambre y sueño de la familia verb determiner noun adposition noun conjunction noun adposition determiner noun,0,0
645,@juanes1104 La chimba cabron de mierda primero me la maman en reversa pss hpta -.-! punctuation number noun adjective verb adposition noun adverb pronoun pronoun verb adposition verb noun noun punctuation punctuation punctuation punctuation,0,0
646,"Tipico :  Mirar la hoja del examen y decir ""Profesor, usted nunca dio este tema"" noun punctuation verb determiner noun adposition determiner noun conjunction verb punctuation noun punctuation pronoun adverb verb determiner noun punctuation",0,0
647,"RT @JohannStevenn: -Quieres más  ?  

1. 
2. da  y  a este 
3. Sigue … noun punctuation noun punctuation punctuation verb adverb punctuation number punctuation number punctuation verb conjunction adposition determiner number punctuation verb punctuation",0,0
648,¿En qué se parecen el refrigerador a un gay? En que los dos son fríos por delante pero bien calientes por detrás punctuation adposition pronoun pronoun verb determiner noun adposition determiner noun punctuation adposition conjunction determiner number verb adjective adposition adverb conjunction adverb adjective adposition adverb,1,3
649,Típico : Ataques de: Quierosalir Quierosalir Quierosalir Quierosalir Quierosalir Quierosalir Quierosalir noun punctuation noun adposition punctuation noun,0,0
650,"Ojala Pagaran Por las veces que decimos ''Este año si me pongo las pilas en el estudio"". Todos seriamos millonarios. verb noun determiner noun pronoun verb punctuation determiner noun conjunction pronoun verb determiner noun adposition determiner noun punctuation punctuation pronoun verb adjective punctuation",1,1
651,Esas ganas de tirarle un ladrillo a tu compañero de clase que le recuerda al maestro la tarea. determiner noun adposition verb pronoun determiner noun adposition determiner noun adposition noun pronoun pronoun verb adposition determiner noun determiner noun punctuation,0,0
652,"No siempre hay que pensar en positivo"" ATTE: La prueba de embarazo. @PitufoFilosofon adverb adverb verb conjunction verb adposition adjective punctuation noun punctuation determiner noun adposition noun punctuation punctuation noun",1,2
653,"— Mamá, ¿qué me pongo? — Ropa. — Ah okey. Es que dudaba entre cartulinas y una silla, gracias punctuation noun punctuation punctuation pronoun pronoun verb punctuation punctuation noun punctuation punctuation noun noun punctuation verb conjunction verb adposition noun conjunction determiner noun punctuation noun",1,3
654,"Un ciego pasa frenta a una pescadería y dice: ""Adios... chicas!""   determiner adjective verb noun adposition determiner noun conjunction verb punctuation punctuation verb pronoun punctuation noun punctuation punctuation",1,5
655,Odio darme cuenta de que estoy respirando y tener que respirar pensando. verb verb adposition pronoun verb verb conjunction verb conjunction verb verb punctuation,0,0
656,"— Buenas tardes, ¿Me da un iPhone?
— ¿5?
— ¡UNO PENDEJO!, ni que estuvieran tan baratos. punctuation noun noun punctuation punctuation pronoun verb determiner noun punctuation punctuation punctuation number punctuation punctuation punctuation noun punctuation punctuation conjunction verb adverb adjective punctuation",1,3
657,RT @LaBallenaLlena: Hoy decidí empezar la dieta porque con esta pancita no se puede seguir ¿Cuántos más decidieron lo mismo? noun punctuation noun punctuation adverb verb verb determiner noun conjunction adposition determiner noun adverb pronoun verb verb punctuation pronoun adverb verb pronoun adjective punctuation,0,0
658,"Odio cuando camino y viene alguien en mi dirección y para esquivarlo doy un paso a la derecha uno a la izquierda y pasito tum tum, bailamos. verb conjunction noun conjunction verb pronoun adposition determiner noun conjunction adposition verb pronoun verb determiner noun adposition determiner noun pronoun adposition determiner noun conjunction noun noun noun punctuation verb punctuation",0,0
659,A veces me pregunto si Macarena ya logró darle alegría a su cuerpo... adposition noun pronoun verb conjunction noun adverb verb verb pronoun noun adposition determiner noun punctuation,0,0
660,"- ¿Qué haces? -Peleando - ¿Sos  boxeador? -No, estoy peleando mientlas escucho legetón -Jajaja maldito chino -JAJAJA, lo sé, soy telible. punctuation punctuation determiner noun punctuation punctuation verb punctuation punctuation noun noun punctuation punctuation adverb punctuation verb verb noun verb noun punctuation noun adjective noun punctuation noun punctuation pronoun verb punctuation verb adjective punctuation",1,1
661,Todos tenemos ese compañero con letra de doctor. pronoun verb determiner noun adposition noun adposition noun punctuation,1,1
662,ÚLTIMA HORA: Incendio en el zoo. Se cree que las culpables fueron las llamas. noun punctuation noun adposition determiner noun punctuation pronoun verb conjunction determiner noun verb determiner noun punctuation,1,3
663,Típico : el día que haces la tarea y no la revisan. noun punctuation determiner noun pronoun verb determiner noun conjunction adverb pronoun verb punctuation,1,1
664,"-Mamá mamá, para Navidad quiero una bici y 1000 followers! -¿Y para qué 1000 followers? -Para presumir mi bici!  punctuation noun noun punctuation adposition noun verb determiner noun conjunction number noun punctuation punctuation punctuation conjunction adposition pronoun number noun punctuation punctuation adposition verb determiner noun punctuation",1,3
665,Después de la tormenta sale... Tu mamá gritando porque no metiste la ropa. adposition determiner noun verb punctuation determiner noun verb conjunction adverb verb determiner noun punctuation,1,5
666,"Típico: abres la ventana para que salga un mosquito... Y terminan metiéndose 6 moscas, 2 cucarachas, 3 arañas y un testigo de Jehová. noun punctuation verb determiner noun adposition conjunction verb determiner noun punctuation conjunction verb verb pronoun number noun punctuation number noun punctuation number noun conjunction determiner noun adposition noun punctuation",1,4
667,"Cuando realmente amas a alguien, aun si hay un millón de razones para irte, todavía buscas una para quedarte. conjunction adverb noun adposition pronoun punctuation adverb conjunction verb number adposition noun adposition verb pronoun punctuation adverb noun determiner adposition verb pronoun punctuation",0,0
668,"Abrir Twitter es fácil, lo dificil es salir de allí. verb noun verb adjective punctuation determiner adjective verb verb adposition adverb punctuation",1,2
669,Típico: mirar el celular cuando no quieres saludar a alguien. noun punctuation verb determiner adjective conjunction adverb verb verb adposition pronoun punctuation,0,0
670,RT @SuperSarcastico: —¿Ayer lleva H? —No. —¿Y hoy? —Sí. —Como cambian las cosas de un día para otro. JAJAJAJAJAJAJÁ. —Tu retraso no. noun punctuation noun punctuation punctuation punctuation adverb verb noun punctuation punctuation noun punctuation punctuation punctuation conjunction adverb punctuation punctuation noun punctuation punctuation noun verb determiner noun adposition determiner noun adposition pronoun punctuation noun punctuation punctuation noun noun adverb punctuation,1,3
671,¡Bienvenido a Twitter! ya puede empezar a hablar solo/a. punctuation adjective adposition noun punctuation adverb verb verb adposition verb adjective punctuation adposition punctuation,0,0
672,"- ¿Te acordas cuando andabas con...? -Sí, cállate, que asco. punctuation punctuation pronoun noun conjunction verb adposition punctuation punctuation punctuation adverb punctuation verb pronoun punctuation conjunction noun punctuation",0,0
673,"A mi los chistes sobre griegos no me hacen Grecia, Atenas me rió. adposition determiner determiner noun adposition noun adverb pronoun verb noun punctuation noun pronoun verb punctuation",1,3
674,"-Mamá, ¿puedo salir? –No - ¿Cómo se llama lo blanco que le echas a la comida? -Cloruro de sodio -Pero… - ¡Cloruro de sodio te dije!. punctuation noun punctuation punctuation verb verb punctuation punctuation noun punctuation punctuation pronoun pronoun verb determiner noun pronoun pronoun verb adposition determiner noun punctuation punctuation noun adposition noun punctuation conjunction punctuation punctuation punctuation noun adposition noun pronoun verb punctuation punctuation",1,3
675,"Si un solo profesor no puede enseñar todas las asignaturas, ¿Cómo pueden esperar que un alumno las aprenda todas? conjunction determiner adjective noun adverb verb verb determiner determiner noun punctuation punctuation pronoun verb verb conjunction determiner noun pronoun verb determiner punctuation",0,0
676,@UsoCaruso Armenia viejo uso! punctuation noun adjective noun punctuation,1,1
677,"—Hola, ¿Cómo te llamas?  

—Hola, yo soy Bárbara, ¿Y tú?  

—No, yo soy más tranquila. punctuation noun punctuation punctuation pronoun pronoun noun punctuation punctuation noun punctuation pronoun verb noun punctuation punctuation conjunction pronoun punctuation punctuation noun punctuation pronoun verb adverb adjective punctuation",1,2
678,Lo inesperado es lo mejor que te puede pasar. determiner adjective verb determiner adjective pronoun pronoun verb verb punctuation,0,0
679,"—Tengo un novio como Thor. —¿Es rubio y guapo? —No. —¿Es musculoso? —No. —¿Es un Dios? —No. —¿Entonces? —Tiene un martillo, es carpintero. punctuation noun determiner noun conjunction noun punctuation punctuation punctuation verb adjective conjunction adjective punctuation punctuation noun punctuation punctuation punctuation verb adjective punctuation punctuation noun punctuation punctuation punctuation verb determiner noun punctuation punctuation noun punctuation punctuation punctuation adverb punctuation punctuation noun determiner noun punctuation verb noun punctuation",1,3
680,Típico: Subirse a un autobús y analizar la cara de todos los pasajeros para poder sentarse al lado del que parezca menos criminal. noun punctuation verb pronoun adposition determiner noun conjunction verb determiner noun adposition determiner determiner noun adposition verb verb pronoun adposition determiner noun adposition determiner pronoun verb adverb adjective punctuation,0,0
681,"Felicidad es apagar el despertador y seguir durmiendo, así le demuestras al tiempo quién es el que manda. noun verb verb determiner noun conjunction verb verb punctuation adverb pronoun verb adposition determiner noun pronoun verb determiner pronoun verb punctuation",0,0
682,"-Creo que tenemos Quimica... -Awwwwwwwwww tu crees ?? *-* &lt;3 -Si, Mira tu Horario... punctuation verb conjunction verb noun punctuation punctuation noun determiner verb punctuation punctuation punctuation punctuation punctuation punctuation noun punctuation number punctuation conjunction punctuation noun determiner noun punctuation",1,1
683,"Yo también digo ""todo el mundo"" cuando en realidad solo son 3 personas. pronoun adverb verb punctuation determiner determiner noun punctuation conjunction adposition noun adjective verb number noun punctuation",0,0
684,"Borrar un ""ja"" de tu ""jajajajaja"" porque piensas que es mucho. verb determiner punctuation interjection punctuation adposition determiner punctuation noun punctuation conjunction verb conjunction verb adverb punctuation",0,0
685,"—Nada dura para siempre.  Yo, quejándome cuando se me acaba el saldo del celular. punctuation noun verb adposition adverb punctuation pronoun punctuation verb pronoun conjunction pronoun pronoun verb determiner noun adposition determiner adjective punctuation",1,2
686,"No tengo la mente sucia, tengo la imaginación sexy adverb verb determiner noun adjective punctuation verb determiner noun adjective",1,4
687,Hay personas que cuando salen de tu vida dan ganas de agradecerles. verb noun pronoun conjunction verb adposition determiner noun verb noun adposition verb pronoun punctuation,0,0
688,"Si te da besos hasta en la nariz, eso es amor. conjunction pronoun verb noun adposition adposition determiner noun punctuation pronoun verb noun punctuation",0,0
689,Jajaja!!! Mi mamá me acaba de decir: Hijo apaga la Tele que está  en cadena y se te puede pegar lo BRUTO!  noun punctuation punctuation punctuation determiner noun pronoun verb adposition verb punctuation noun verb determiner noun pronoun verb adposition noun conjunction pronoun pronoun verb verb determiner noun punctuation,0,0
690,"-Mamá, en el colegio me dicen shampoo -Tranquilo Jhonson, no más lágrimas punctuation noun punctuation adposition determiner noun pronoun verb noun punctuation noun punctuation adverb adverb noun",1,1
691,"Ir a un examen. Ver una pregunta de ""Justifica tu respuesta"". Responder: ""Un mago no revela nunca sus trucos"" verb adposition determiner noun punctuation verb determiner noun adposition punctuation verb determiner noun punctuation punctuation verb punctuation punctuation determiner noun adverb verb adverb determiner noun punctuation",1,2
692,RT @Ejercitandote: Un cuerpo en forma te brinda mucha confianza y en la vida la confianza lo es todo para alcanzar tus metas. noun punctuation noun punctuation determiner noun adposition noun pronoun verb determiner noun conjunction adposition determiner noun determiner noun pronoun verb pronoun adposition verb determiner noun punctuation,0,0
693,"—Mama, ¿soy adoptada ? —¿Tú crees que te habríamos elegido a ti? punctuation noun punctuation punctuation verb verb punctuation punctuation punctuation pronoun verb conjunction pronoun verb verb adposition pronoun punctuation",1,5
694,RT @TodoReflexion: Lastima que no valoras a quien esta a tu lado hasta que lo pierdes. noun punctuation noun punctuation verb conjunction adverb verb adposition pronoun determiner adposition determiner noun adposition pronoun pronoun verb punctuation,0,0
695,-A su novia le dicen Bob Esponja. -¿Rubia y de ojos azules? -No. Plana y sin chiste. punctuation adposition determiner noun pronoun verb noun punctuation punctuation punctuation adjective conjunction adposition noun adjective punctuation punctuation adverb punctuation adjective conjunction adposition noun punctuation,1,2
696,"Los hombres perfectos que todas las mujeres queremos, fueron hechos en versión ""Mejor Amigo"". determiner noun adjective conjunction determiner determiner noun verb punctuation verb verb adposition noun punctuation noun punctuation punctuation",0,0
697,RT @FrasesVeridicas: Que bonito cuando esa persona hace lo que esperas sin que se lo pidas. noun punctuation noun punctuation conjunction adjective conjunction determiner noun verb determiner pronoun noun adposition conjunction pronoun pronoun verb punctuation,1,1
698,— ¿Qué haces amor? — Hablo con una amiga. — :) — ¿Y tú? — :) — ¿Estás brava? — :) — ¿Todo bien? — :) — ¿Hola? — :) punctuation punctuation pronoun verb noun punctuation punctuation noun adposition determiner noun punctuation punctuation punctuation punctuation punctuation punctuation conjunction pronoun punctuation punctuation punctuation punctuation punctuation punctuation verb adjective punctuation punctuation punctuation punctuation punctuation punctuation determiner noun punctuation punctuation punctuation punctuation punctuation punctuation interjection punctuation punctuation punctuation punctuation,0,0
699,Las niñas bonitas son dormilonas por naturaleza. determiner noun adjective verb adjective adposition noun punctuation,0,0
700,"-¿Cómo te llamas? -Oreo, ¿y tú? -María. -Joder, ¡cómo las galletas! punctuation punctuation pronoun pronoun noun punctuation punctuation noun punctuation punctuation conjunction pronoun punctuation punctuation noun punctuation punctuation interjection punctuation punctuation pronoun determiner noun punctuation",1,2
701,No tener Whatsapp y convertirse en el cavernícola del grupo. adverb verb noun conjunction verb pronoun adposition determiner noun adposition determiner noun punctuation,0,0
702,Tener una amiga que te cela como si fuera tu novio verb determiner noun pronoun pronoun verb conjunction conjunction verb determiner noun,0,0
703,"Mientras me guste a mí, no me importa lo que digan los demás. conjunction pronoun verb adposition pronoun punctuation adverb pronoun verb pronoun pronoun verb determiner pronoun punctuation",0,0
704,"- ¿Cómo te llamas? -Octubre Parroquias - ¿Y por qué ese nombre tan raro? -Bueno, conozco a alguien que se llama Julio Iglesias. punctuation punctuation pronoun pronoun noun punctuation punctuation date noun punctuation punctuation conjunction adposition pronoun determiner noun adverb adjective punctuation punctuation interjection punctuation verb adposition pronoun pronoun pronoun verb date noun punctuation",1,4
705,"No entiendo a esa gente que está con los audífonos puestos y no canta, ni mueve los labios o los brazos, yo me monto un festival tremendo adverb verb adposition determiner noun pronoun verb adposition determiner noun verb conjunction adverb verb punctuation conjunction verb determiner noun conjunction determiner noun punctuation pronoun pronoun verb determiner noun adjective",0,0
706,Hace un año nunca habría imaginado que sería como soy ahora. verb determiner noun adverb verb verb conjunction verb conjunction verb adverb punctuation,0,0
707,Hay dos cosas que no se pueden disimular: Estar borracho y estar enamorado. verb number noun pronoun adverb pronoun verb verb punctuation verb adjective conjunction verb noun punctuation,0,0
708,"@outconsumer 50.000??? *-* Ahora si entiendo todo D: Valla, medio grabe la situación, o que crees tu? punctuation verb number punctuation punctuation punctuation punctuation punctuation punctuation noun conjunction verb determiner noun punctuation noun punctuation adverb verb determiner noun punctuation conjunction conjunction verb determiner punctuation",0,0
709,"—Mamá, saldré con mis amigas —Te quitas la minifalda o no vas —¿Por qué Mamá? —Porque es muy corta —¿Y qué? —Que se te ven los huevos Miguel punctuation noun punctuation verb adposition determiner noun punctuation noun verb determiner noun conjunction adverb verb punctuation punctuation adposition pronoun noun punctuation punctuation noun verb adverb verb punctuation punctuation conjunction pronoun punctuation punctuation noun pronoun pronoun verb determiner noun noun",1,2
710,"Típico: recién te levantas, y lo primero que haces es ver tu celular. noun punctuation adverb pronoun verb punctuation conjunction determiner adjective pronoun verb verb verb determiner adjective punctuation",0,0
711,"-Dr, desde que me dejó mi mujer no puedo conciliar el sueño -Por qué, la extraña? - No, es que se llevó la cama!  punctuation noun punctuation adposition pronoun pronoun verb determiner noun adverb verb verb determiner noun punctuation adposition pronoun punctuation determiner adjective punctuation punctuation adverb punctuation verb pronoun pronoun verb determiner noun punctuation",1,3
712,@NataliaPBrochet Mas Bien Son Hippies punctuation noun,0,0
713,"—Oye mi amor, ponte la pijama de Chewbacca que usaste ayer. —Ayer dormí desnuda pendejo.  punctuation noun determiner noun punctuation verb pronoun determiner noun adposition noun pronoun verb adverb punctuation punctuation noun verb adjective noun punctuation",1,3
714,TÍPICO: Hacer movimientos ninjas cuando se te va a caer el celular! noun punctuation verb noun noun conjunction pronoun pronoun verb adposition verb determiner adjective punctuation,0,0
715,¿Qué haces cuando no puedes dormir?: 1%: Intentar dormir. 99%: Calcular cuanto tiempo dormirías si te durmieras justo en ese momento. punctuation pronoun verb conjunction adverb verb verb punctuation punctuation number punctuation verb verb punctuation number punctuation verb adverb noun verb conjunction pronoun verb adverb adposition determiner noun punctuation,1,2
716," ¡MAMÁ! ¡CORRE VEN! ¡CORREEEEEE! ¡MAMÁ, POR FAVOR! ¡VEEEEEEEEEEEN!  ¿QUÉ PASA? ¿POR QUÉ GRITAS?  Apaga la luz, por favor :) punctuation punctuation noun punctuation punctuation noun punctuation punctuation noun punctuation punctuation noun punctuation noun punctuation punctuation noun punctuation punctuation punctuation noun punctuation punctuation noun punctuation punctuation noun determiner noun punctuation adverb punctuation punctuation",0,0
717,"—Este 2014 quier iniciarlo siendo algo más que tu amigo. —Esta bien, serás mi mejor amigo. —Pero yo me refería a... —¡MEJOR AMIGO DIJE! punctuation noun number adverb verb pronoun verb pronoun adverb conjunction determiner noun punctuation punctuation noun adverb punctuation verb determiner adjective noun punctuation punctuation noun pronoun pronoun verb adposition punctuation punctuation punctuation noun punctuation",1,1
718,"""El amor no es un problema, el problema son esas personas que no saben lo que significa."" punctuation determiner noun adverb verb determiner noun punctuation determiner noun verb determiner noun pronoun adverb verb determiner pronoun verb punctuation punctuation",1,2
719,El domingo se hizo para ver películas todo el día. determiner date pronoun verb adposition verb noun determiner determiner noun punctuation,1,1
720,Lo más irónico es enamorarte de una persona que posea los defectos que más odias. determiner adverb adjective verb verb pronoun adposition determiner noun pronoun verb determiner noun pronoun adverb verb punctuation,0,0
721,Audífonos + Música = Olvidarse del mundo un rato. noun noun punctuation noun adposition determiner noun determiner noun punctuation,0,0
722,¿En donde está la otra mitad del Medio Oriente?  punctuation adposition pronoun verb determiner determiner noun adposition determiner noun punctuation,1,1
723,"Regla numero 1 de la matemática: Si parece fácil, lo estas haciendo mal noun verb number adposition determiner noun punctuation conjunction verb adjective punctuation determiner pronoun verb adverb",0,0
724,Típico: enojarte y perder el orgullo a los dos segundos porque te hizo reír. noun punctuation verb pronoun conjunction verb determiner noun adposition determiner number noun conjunction pronoun verb verb punctuation,0,0
725,"Todo en exceso hace daño, menos los mensajes de buenos días, esos no. pronoun adposition noun verb noun punctuation adverb determiner noun adposition adjective noun punctuation pronoun adverb punctuation",0,0
726,"—¿Qué vas a hacer hoy? 

—Nada. 

—¿No hiciste eso ayer? 

—Sí, pero no termine :( punctuation punctuation pronoun verb adposition verb adverb punctuation punctuation noun punctuation punctuation punctuation adverb verb pronoun adverb punctuation punctuation noun punctuation conjunction adverb verb punctuation punctuation",1,3
727,"Un cubano a otro: -Oye chico, ¿qué e lo que a uté le guta de Madona? -A mi de Madona me guta el Maflury y la Mapatata! by @eddieds1011 determiner adjective adposition pronoun punctuation punctuation verb noun punctuation punctuation pronoun conjunction determiner pronoun adposition noun pronoun verb adposition noun punctuation punctuation adposition determiner adposition noun pronoun verb determiner noun conjunction determiner noun punctuation noun punctuation number",1,1
728,"Si tu mamá no inventó la hora para que te levantes temprano, fracaso como madre. conjunction determiner noun adverb verb determiner noun adposition conjunction pronoun noun adjective punctuation noun conjunction noun punctuation",1,2
729,Cantar sin querer la canción que odias y maldecir a tu subconsciente. verb adposition verb determiner noun pronoun verb conjunction verb adposition determiner noun punctuation,1,4
730,Dos mercados estaban volando y uno dice: -¿Por qué estamos volando? -Debe ser porque somos SUPERmercados.  number noun verb verb conjunction pronoun verb punctuation punctuation punctuation adposition pronoun verb verb punctuation punctuation verb verb conjunction verb noun punctuation,1,1
731,"Sí nunca quisiste irte de tu casa, no tuviste infancia. adverb adverb verb verb pronoun adposition determiner noun punctuation adverb verb noun punctuation",1,2
732,Tipico: siempre confías demasiado en las personas equivocadas. noun punctuation adverb verb adverb adposition determiner noun verb punctuation,0,0
733,Estoy como Davivienda... En el lugar equivocado verb conjunction noun punctuation adposition determiner noun verb,0,0
734,"RT @KlipXtreme:  Levantarte temprano, arreglarte e ir al trabajo o universidad para darte cuenta de que era un día libre noun punctuation noun punctuation verb pronoun adverb punctuation verb pronoun conjunction verb adposition determiner noun conjunction noun adposition verb adposition conjunction verb determiner noun adjective",1,1
735,Mi esposa tiene un buen físico. (Albert Einstein)   determiner noun verb determiner adjective noun punctuation punctuation noun punctuation,1,3
736,Dormir 2 horas y no tener sueño. Dormir 8 horas y tener sueño. Así somos... verb number conjunction adverb verb noun punctuation verb number conjunction verb noun punctuation adverb verb punctuation,0,0
737,Todos somos valientes hasta que la cucaracha vuela. pronoun verb adjective adposition conjunction determiner noun verb punctuation,1,3
738,"RT @DichosDelAbuelo: Nunca hagas esperar a los demás, lo que tú no esperarías por ellos. noun punctuation noun punctuation adverb verb verb adposition determiner pronoun punctuation determiner pronoun pronoun adverb verb adposition pronoun punctuation",0,0
739,- ¿Queres ser mi novia? -Si - ¿A dónde vas tan rápido? - ¡A escribirlo en mi estado de Facebook! punctuation punctuation noun verb determiner noun punctuation punctuation conjunction punctuation punctuation adposition pronoun verb adverb adjective punctuation punctuation punctuation adposition verb pronoun adposition determiner noun adposition noun punctuation,1,3
740,RT @SuperSarcastico: Cosas que he aprendido en el colegio: —Enviar Whatsapp's sin mirar. —Dormir sin ser descubierto. —El trabajo en equipo… noun punctuation noun punctuation noun pronoun verb verb adposition determiner noun punctuation punctuation noun adposition verb punctuation punctuation noun adposition verb verb punctuation punctuation noun noun adposition noun punctuation,0,0
