,text,median,category
115,"—Mamá, saldré con mis amigas —Te quitas la minifalda o no vas —¿Por qué Mamá? —Porque es muy corta —¿Y qué? —Que se te ven los huevos Miguel punctuation noun punctuation verb adposition determiner noun punctuation noun verb determiner noun conjunction adverb verb punctuation punctuation adposition pronoun noun punctuation punctuation noun verb adverb verb punctuation punctuation conjunction pronoun punctuation punctuation noun pronoun pronoun verb determiner noun noun",2,1
116,Audífonos + Música = Olvidarse del mundo un rato. noun noun punctuation noun adposition determiner noun determiner noun punctuation,0,0
117,¿En donde está la otra mitad del Medio Oriente?  punctuation adposition pronoun verb determiner determiner noun adposition determiner noun punctuation,1,1
118,"Si tu mamá no inventó la hora para que te levantes temprano, fracaso como madre. conjunction determiner noun adverb verb determiner noun adposition conjunction pronoun noun adjective punctuation noun conjunction noun punctuation",2,0
119,Dos mercados estaban volando y uno dice: -¿Por qué estamos volando? -Debe ser porque somos SUPERmercados.  number noun verb verb conjunction pronoun verb punctuation punctuation punctuation adposition pronoun verb verb punctuation punctuation verb verb conjunction verb noun punctuation,1,1
120,- ¿Tenes Alzheimer igual que yo? -Claro que no - ¿Claro que no qué? - ¿Qué de qué? -¿Quién sos? -Hola punctuation punctuation noun adjective pronoun pronoun punctuation punctuation adjective pronoun adverb punctuation punctuation adverb conjunction adverb pronoun punctuation punctuation punctuation pronoun adposition pronoun punctuation punctuation punctuation pronoun noun punctuation punctuation interjection,4,1
121,Era un tipo que tenía una amante tan fea pero tan fea... que todos pensaban que era su esposa. verb determiner noun pronoun verb determiner noun adverb adjective conjunction adverb adjective punctuation conjunction pronoun verb conjunction verb determiner noun punctuation,1,1
122,"Erase una vez un niño tan pero tan feo, que el cura lo bautizó de lejos con una pistola de agua. verb pronoun determiner noun determiner noun adverb conjunction adverb adjective punctuation conjunction determiner noun pronoun verb adposition adverb adposition determiner noun adposition noun punctuation",1,1
123,Ese instinto homicida que te surge al caminar detrás de una persona lenta. determiner noun adjective pronoun pronoun verb adposition determiner verb adposition determiner noun adjective punctuation,0,0
124,"-Hija, ordena tu cuarto que viene toda la familia a cenar en casa - ¿Y van a cenar encima de mi escritorio o de mi cama? punctuation noun punctuation verb determiner adjective pronoun verb determiner determiner noun adposition verb adposition noun punctuation punctuation conjunction verb adposition verb adposition determiner noun conjunction adposition determiner noun punctuation",2,1
125,En twitter: Inicio - Conecta - Inicio - Conecta En la vida real: Habitación - computadora- comer -Habitación - computadora - comer adposition noun punctuation noun punctuation verb punctuation noun punctuation verb noun determiner noun adjective punctuation noun punctuation noun punctuation verb punctuation noun punctuation noun punctuation verb,0,0
126,"Yo también soy de ese 99,9999% de la población que, después de la vacaciones, no se acuerda ni de como escribir. pronoun adverb verb adposition determiner number adposition determiner noun pronoun punctuation adposition determiner noun punctuation adverb pronoun verb conjunction adposition conjunction verb punctuation",1,1
127,RT Si estas virgen o si amas a alguien *-* noun determiner noun conjunction conjunction noun adposition pronoun punctuation punctuation punctuation,0,0
128,Somos la única generación que vivió: 01/02/03 02/03/04 03/04/05 04/05/06 05/06/07 06/07/08 07/08/09 08/09/10 09/10/11 10/11/12 11/12/13 verb determiner adjective noun pronoun verb punctuation date date date date date date date date date date date,0,0
129,Que tu abuela te de dinero como si te estuviera pasando droga. conjunction determiner noun pronoun adposition noun conjunction conjunction pronoun verb verb noun punctuation,0,0
130,Los verdaderos amigos son tratados como familia. determiner adjective noun verb verb conjunction noun punctuation,0,0
131,"—Papá, ¿Recuerdas que te dije qué iba a estudiar con unos colegas?. —Sí. —Pues necesito qué nos saques de la cárcel punctuation noun punctuation punctuation verb pronoun pronoun verb pronoun verb adposition verb adposition determiner noun punctuation punctuation punctuation noun punctuation punctuation noun verb pronoun pronoun noun adposition determiner noun",2,1
132,"—Hijo, tu flojera te va a llevar a lo peor — Bueno, por lo menos me va a llevar y no tengo que caminar. punctuation noun punctuation determiner noun pronoun verb adposition verb adposition determiner adjective punctuation noun punctuation adverb pronoun verb adposition verb conjunction adverb verb conjunction verb punctuation",3,1
133,"-Cariño, estoy embarazada, ¿qué te gustaría que fuera? -Una broma! punctuation noun punctuation verb verb punctuation punctuation pronoun pronoun verb conjunction adverb punctuation punctuation determiner noun punctuation",0,0
134,"Típico : Parpadeas un viernes, y ya es domingo por la noche. noun punctuation verb determiner date punctuation conjunction adverb verb date punctuation",1,1
135,"Típico: — Mamá, te llaman. —¿Quién? — No sé. noun punctuation punctuation noun punctuation pronoun verb punctuation punctuation punctuation pronoun punctuation punctuation noun verb punctuation",3,1
136,"-Papá, ¿cuándo supiste que mi mamá era la indicada? -Cuando se embarazó y tu abuelo me atrapó en el aeropuerto punctuation noun punctuation punctuation pronoun verb conjunction determiner noun verb determiner verb punctuation punctuation conjunction pronoun verb conjunction determiner noun pronoun verb adposition determiner noun",2,1
137,"RT @CiseProgresa: ""Las nuevas presiones se imponen a nivel
mundial, hace énfasis importante en la actuación social de la empresa""  h ... noun punctuation noun punctuation punctuation determiner adjective noun pronoun verb adposition noun adjective punctuation verb noun adjective adposition determiner noun adjective adposition determiner noun punctuation noun punctuation",0,0
138,Arrepiéntete sólo de las locuras que no hagas. verb pronoun adverb adposition determiner noun pronoun adverb verb punctuation,0,0
139,Cantar canciones en ingles con palabras que ni existen verb noun adposition noun adposition noun pronoun adverb verb,2,1
140,"Perdonar es bueno, pero mandar a la mierda es mejor. verb verb adjective punctuation conjunction verb adposition determiner noun verb adjective punctuation",2,0
141,"A veces 'menos' es mejor que 'más'. Por ejemplo, 69 es mucho mejor que 96. adposition noun punctuation adverb punctuation verb adjective conjunction punctuation adverb punctuation punctuation adverb punctuation number verb adverb adjective conjunction number punctuation",5,1
142,"Un compañero te ofrece una galleta: —Muchas gracias! Tu mejor amigo te ofrece una galleta: —A ver pendejo, que le echaste... determiner noun pronoun verb determiner noun punctuation punctuation noun noun punctuation determiner adjective noun pronoun verb determiner noun punctuation punctuation noun verb noun punctuation pronoun pronoun verb punctuation",2,1
143,"—¿Es tu mamá? —No, es la mujer más perfecta de este mundo. punctuation punctuation verb determiner noun punctuation punctuation noun punctuation verb determiner noun adverb adjective adposition determiner noun punctuation",0,0
144,Admitir que estabas equivocado es declarar que eres más sabio que antes. BUEN DIA verb pronoun verb verb verb verb conjunction verb adverb adjective conjunction adverb punctuation noun,0,0
145,"Los hombres son como las olas: vienen, rompen y se van.  determiner noun verb conjunction determiner noun punctuation verb punctuation verb conjunction pronoun verb punctuation",3,1
146,¿Cuál es su talento? Dormir. punctuation punctuation pronoun verb determiner noun punctuation punctuation noun punctuation,3,1
147,Alguien juega Wild Ones? (Tengo un sorteo) pronoun verb noun punctuation punctuation verb determiner noun punctuation,0,0
148,No hay peor decepción que te mientan cuando ya sabes la verdad. adverb verb adjective noun pronoun pronoun verb conjunction adverb verb determiner noun punctuation,0,0
149,"-¿Queres casarte conmigo? -¿Quién es Migo? -Jajaja no, vos y yo - ¿Los dos nos casaremos con Migo? - ¡Yo contigo! - ¿Quién es Tigo? - ¡NOOO! punctuation punctuation noun verb pronoun pronoun punctuation punctuation punctuation pronoun verb noun punctuation punctuation noun adverb punctuation pronoun conjunction pronoun punctuation punctuation determiner number pronoun verb adposition noun punctuation punctuation punctuation pronoun pronoun punctuation punctuation punctuation pronoun verb noun punctuation punctuation punctuation noun punctuation",4,1
150,Los borrachos son como los gatos siempre regresan a casa y nadie sabe como. determiner noun verb conjunction determiner noun adverb verb adposition noun conjunction pronoun verb conjunction punctuation,2,1
151,"“¡Lo haces bien rico mamita!” -Lalito, 10 años, su mamá le preparó su chocolate... ¿qué pensaron? punctuation punctuation determiner noun adverb adjective noun punctuation punctuation punctuation noun punctuation number noun punctuation determiner noun pronoun verb determiner noun punctuation punctuation pronoun verb punctuation",2,1
152,"-Doctor ¿como salió la operación? -Señora, la operación fue un éxito, ojalá nos salga así la autopsia! by @Cristhian83  punctuation noun punctuation conjunction verb determiner noun punctuation punctuation noun punctuation determiner noun verb determiner noun punctuation interjection pronoun verb adverb determiner noun punctuation noun punctuation number",1,1
153,De quien es esa boquita? de quien son esos ojitos? de quien es ese dedito?...No jodaaa! Esta morgue si es un desastre! adposition pronoun verb determiner noun punctuation adposition pronoun verb determiner noun punctuation adposition pronoun verb determiner noun punctuation punctuation adverb verb punctuation determiner noun conjunction verb determiner noun punctuation,3,1
154,"El profe a Pepito:
 
— ¿Cómo suena la M con la A?
— MA
— Muy bien Pepito, ¿y con una tilde?
— MATILDE! determiner noun adposition noun punctuation punctuation punctuation pronoun verb determiner noun adposition determiner noun punctuation punctuation noun punctuation noun conjunction noun punctuation punctuation conjunction adposition determiner noun punctuation punctuation noun punctuation",1,1
155,"No pienses tanto, deja que la vida te sorprenda. adverb verb adverb punctuation verb conjunction determiner noun pronoun verb punctuation",0,0
156,Yo no estoy fumando policía señor marihuana :/ pronoun adverb verb verb noun noun noun punctuation punctuation,0,0
157,Típico: Tener una silla en tu cuarto con la única función de acumular ropa. noun punctuation verb determiner noun adposition determiner noun adposition determiner adjective noun adposition verb noun punctuation,0,0
158,RT @KlipXtreme: Odiar las alturas pero montarte en todas las montañas rusas con tus amigos porque la vida solo es una  noun punctuation noun punctuation verb determiner noun conjunction verb pronoun adposition determiner determiner noun adjective adposition determiner noun conjunction determiner noun adjective verb determiner,0,0
159,"Sonríe, nadie necesita saber que no estás bien. verb punctuation pronoun verb verb conjunction adverb verb adverb punctuation",0,0
160,"Antes de hablar, escucha;
Antes de gastar, gana; 
Antes de criticar, espera; 
Antes de abandonar, intenta. adposition verb punctuation verb punctuation adposition verb punctuation verb punctuation adposition verb punctuation verb punctuation adposition verb punctuation verb punctuation",0,0
161,Me suelta el sueño y me agarra la flojera. pronoun verb determiner noun conjunction pronoun verb determiner noun punctuation,0,0
162,"""Lo mejor de dormir contigo, es que eres lo primero que veo por la mañana"" —Yo, hablándole a mi celular. punctuation determiner adjective adposition verb pronoun punctuation verb conjunction verb determiner adjective pronoun verb adposition determiner noun punctuation punctuation noun punctuation verb pronoun adposition determiner adjective punctuation",3,1
163,"No es tuitear, es sacar todo lo que traes dentro. adverb verb verb punctuation verb verb determiner determiner pronoun verb adverb punctuation",0,0
164,Hay besos que duran poco pero se sienten toda la vida. verb noun pronoun verb adverb conjunction pronoun verb determiner determiner noun punctuation,0,0
165,"Típico : Estar en Paint ,querer pintar con el balde una parte de tu dibujo y que te rellene todo y te arruine la obra de arte. noun punctuation verb adposition noun punctuation verb verb adposition determiner noun determiner noun adposition determiner noun conjunction conjunction pronoun verb pronoun conjunction pronoun verb determiner noun adposition noun punctuation",0,0
166,RT @MichelPesquera: La persona que tiene confianza en sí misma gana la confianza de los demás. noun punctuation noun punctuation determiner noun pronoun verb noun adposition pronoun adjective verb determiner noun adposition determiner pronoun punctuation,0,0
167,"¿Esperar por ti JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JÁ ok, pero no tardes. punctuation verb adposition pronoun noun adjective punctuation conjunction adverb noun punctuation",0,0
168,Típico: Te levantas de noche para ir al baño y corres lo mas veloz que puedes para que el fantasma no te alcance noun punctuation pronoun verb adposition noun adposition verb adposition determiner noun conjunction verb determiner conjunction adjective pronoun verb adposition conjunction determiner noun adverb pronoun verb,2,1
169,"@iSinSuerteBrian Pobre. Encerio tus tweets me hacen mear de la risa, y solo e leido 5 de ellos punctuation verb noun punctuation noun determiner noun pronoun verb verb adposition determiner noun punctuation conjunction adjective conjunction noun number adposition pronoun",0,0
170,"No son celos, son mariposas encabronadas. adverb verb noun punctuation verb noun verb punctuation",0,0
171,"¿Fumaste marihuana? ¡No papá! Te juro que.... —Idiota, soy tu perro. —Jajajá. ¡Firulay, me asustaste! O_O punctuation verb noun punctuation punctuation adverb noun punctuation pronoun verb conjunction punctuation punctuation noun punctuation verb determiner noun punctuation punctuation noun punctuation punctuation noun punctuation pronoun verb punctuation noun",0,0
172,Llega el pequeño elefantito donde la mamá y ella le pregunta: -¿Estás bravo? -No... -¿Entonces por qué tienes esa trompa?  verb determiner adjective noun pronoun determiner noun conjunction pronoun pronoun verb punctuation punctuation punctuation verb adjective punctuation punctuation adverb punctuation punctuation punctuation adverb adposition pronoun verb determiner noun punctuation,2,1
173,"-Veo en su ficha que es soltero. ¿Tiene actualmente alguna relación monogámica? -Sí, bueno, en realidad tengo varias...  punctuation verb adposition determiner noun conjunction verb adjective punctuation punctuation verb adverb determiner noun adjective punctuation punctuation pronoun punctuation interjection punctuation adposition noun verb determiner punctuation",4,1
174,Típica conversación de Skype: -¿Alo? -¿Me oyes? -No oigo nada! -¿Alo? -¿Hola? -¿Estás ahí? - Voy a colgar y vuelvo a llamar... - ¿Alo? adjective noun adposition noun punctuation punctuation punctuation noun punctuation punctuation punctuation pronoun verb punctuation punctuation adverb verb pronoun punctuation punctuation punctuation noun punctuation punctuation punctuation interjection punctuation punctuation punctuation verb adverb punctuation punctuation verb adposition verb conjunction verb adposition verb punctuation punctuation punctuation noun punctuation,1,1
175,"—Abuela, soy drogadicto. —No pasa nada. —He matado a un hombre. —Ya se olvidará. —No he comido —¿¡QUE NO HAS COMIDO!? Siéntate. punctuation noun punctuation verb adjective punctuation punctuation noun verb pronoun punctuation punctuation noun verb adposition determiner noun punctuation punctuation noun pronoun verb punctuation punctuation noun verb verb punctuation punctuation punctuation noun punctuation punctuation verb pronoun punctuation",4,1
176,¿Besos en el cuello? *Adiós autocontrol* punctuation noun adposition determiner noun punctuation punctuation noun noun punctuation,0,0
177,Típico: — ¿Cómo te fue en el colegio? — Bien. — ¿Que hicieron? — Nada. noun punctuation punctuation punctuation pronoun pronoun verb adposition determiner noun punctuation punctuation noun punctuation punctuation punctuation pronoun verb punctuation punctuation noun punctuation,4,1
178,"-Hijo, quiero hablar con vos sobre drogas -Si papá, ¿Que queres que te consiga? punctuation noun punctuation verb verb adposition pronoun adposition noun punctuation conjunction noun punctuation punctuation conjunction noun pronoun pronoun verb punctuation",4,1
179,Típico cuando te gusta alguien: Ya anda con alguien. Vive lejos. Es mayor que tú . Es menor que tú. No le gusto. Es famoso. noun conjunction pronoun verb pronoun punctuation adverb verb adposition pronoun punctuation verb adverb punctuation verb adjective conjunction pronoun punctuation verb adjective conjunction pronoun punctuation adverb pronoun noun punctuation verb adjective punctuation,2,0
180,"¿Cuál es la cosa mas aguda y filosa del mundo? Un pedo, atraviesa el pantalón sin agujerearlo  by @hadacon  punctuation pronoun verb determiner noun conjunction adjective conjunction noun adposition determiner noun punctuation determiner noun punctuation verb determiner noun adposition verb pronoun noun punctuation noun",2,1
181,"A mi tambien me dijieron "" te debo el regalo"" y todavia lo estoy esperando adposition determiner verb pronoun verb punctuation pronoun verb determiner noun punctuation conjunction noun pronoun verb verb",0,0
182,"Tipico: decir ""no me importa"" con un nudo en la garganta. noun punctuation verb punctuation adverb pronoun verb punctuation adposition determiner noun adposition determiner noun punctuation",4,0
183,Mis propósitos para el año 2014: 1)Usar menos Twitter 2)Ir más a gimnasio 3)Ser responsable 4)Ser sociable 5)Dejar de decir tantas mentiras determiner noun adposition determiner date punctuation number punctuation noun adverb noun number punctuation noun adverb adposition noun number punctuation noun noun number punctuation noun adjective number punctuation noun adposition verb determiner noun,1,1
184,"-Mamá, ¿ADIVINA QUE SAQUÉ EN EL EXAMEN? - ¿Qué? -La guitarra y me puse a cantar punctuation noun punctuation punctuation noun punctuation punctuation punctuation pronoun punctuation punctuation determiner noun conjunction pronoun verb adposition verb",2,1
185,Inteligente es quien solo cree la mitad de lo que oye. Brillante es aquel que sabe qué mitad creer. adjective verb pronoun adverb verb determiner noun adposition determiner pronoun verb punctuation adjective verb determiner pronoun verb determiner noun verb punctuation,0,0
186,"Yo también busqué la tarea en Wikipedia, y llegué al salon de clase y todos tenían lo mismo... by @MCarlaMC   pronoun adverb verb determiner noun adposition noun punctuation conjunction verb adposition determiner verb adposition noun conjunction pronoun verb determiner adjective punctuation noun punctuation noun",3,1
187,"Si ella pone "":)"" es porque está celosa, te va a matar y debes huir del país, cambiar de identidad y hacer una nueva vida. conjunction pronoun verb punctuation punctuation punctuation punctuation verb conjunction verb adjective punctuation pronoun verb adposition verb conjunction verb verb adposition determiner noun punctuation verb adposition noun conjunction verb determiner adjective noun punctuation",3,1
188,"Típico: Tocan la puerta y preguntas ""¿Quién es?"" y te responden: ""YO"". noun punctuation verb determiner noun conjunction noun punctuation punctuation pronoun verb punctuation punctuation conjunction pronoun verb punctuation punctuation noun punctuation punctuation",0,0
189,"—¿Fumas? — No. — ¿Bebes? — Nada. — ¿Eres infiel? — No. — ¿Ludópata? — Tampoco. — Mierda, ¿tienes algún defecto? — Bueno, soy un mentiroso punctuation punctuation verb punctuation punctuation noun punctuation punctuation punctuation verb punctuation punctuation noun punctuation punctuation punctuation verb adjective punctuation punctuation noun punctuation punctuation punctuation noun punctuation punctuation noun punctuation punctuation noun punctuation punctuation verb determiner noun punctuation punctuation noun punctuation verb determiner noun",2,1
190,"-Compadre, su hija antes me daba como por las rodillas, ahora me da hasta las nalgas! by @mellamoRalph   punctuation noun punctuation determiner noun adverb pronoun verb conjunction adposition determiner noun punctuation adverb pronoun verb adposition determiner noun punctuation noun punctuation interjection",1,1
191,"Despertar con sueño, dormir con sueño, vivir con sueño. verb adposition noun punctuation verb adposition noun punctuation verb adposition noun punctuation",0,0
192,Pelear con un amigo y que parezca una crisis matrimonial. verb adposition determiner noun conjunction conjunction verb determiner noun adjective punctuation,0,0
193,—¿Como te llamas?  —Maria De Los Ángeles ¿tu?  —Jose de New York. punctuation punctuation conjunction pronoun noun punctuation punctuation noun punctuation determiner punctuation punctuation noun punctuation,4,1
194,En que se parece el Presidente a un bikini? En que nadie sabe como se sostiene y todos quieren que se caiga.  adposition pronoun pronoun verb determiner noun adposition determiner noun punctuation adposition conjunction pronoun verb conjunction pronoun verb conjunction pronoun verb conjunction pronoun verb punctuation,2,1
195,"RT @CausandoRisas: Mama, me voy. ¿A donde?. A la calle. ¿Con quien?. CON LOS TERRORITAH noun punctuation noun punctuation punctuation noun punctuation pronoun verb punctuation punctuation punctuation adverb punctuation punctuation punctuation noun determiner noun punctuation punctuation punctuation adposition pronoun punctuation punctuation punctuation noun",0,0
196,"@FrancoWore obvio payasito, te tenes que sentir re importante ;) ah quien era? jajaja yo también te amo Franco &lt;3 punctuation noun adjective noun punctuation pronoun noun conjunction verb noun adjective punctuation punctuation interjection pronoun verb punctuation verb pronoun adverb pronoun verb noun punctuation noun punctuation number",2,0
197,"—Mi tio tiene una fabrica de velas. —¿Develas? —Si —¿Develitas? —SI —¿En selio? —No te vuelvo a contar nada, pinche chino —Soy TELIBLE! punctuation noun noun verb determiner verb adposition noun punctuation punctuation punctuation noun punctuation punctuation noun punctuation punctuation noun punctuation punctuation noun punctuation punctuation adposition noun punctuation punctuation noun pronoun verb adposition verb pronoun punctuation noun noun punctuation noun punctuation",1,0
198,Típico: Decirle a un niño que su dibujo es muy lindo y luego preguntar qué es. noun punctuation verb pronoun adposition determiner noun pronoun determiner noun verb adverb adjective conjunction adverb verb pronoun verb punctuation,3,0
199,"— ¿Nivel de inglés? — Alto. — Traduzca ""Sí"" — ¡Yes! — Úselo en una frase. — Mi prima se llama Yes enia. — ¡CONTRATADO! punctuation punctuation noun adposition noun punctuation punctuation noun punctuation punctuation noun punctuation adverb punctuation punctuation punctuation noun punctuation punctuation noun adposition determiner noun punctuation punctuation noun adjective pronoun verb noun noun punctuation punctuation punctuation noun punctuation",2,1
200,TIPICO: Quedarse atrapado en la esquina de la ducha porque el agua sale muy fría. noun punctuation verb pronoun verb adposition determiner noun adposition determiner noun conjunction determiner noun verb adverb adjective punctuation,0,0
201,Pérdida inmediata de dignidad al resbalarte en medio de la calle :( noun adjective adposition noun adposition determiner verb pronoun adposition determiner noun punctuation punctuation,0,0
202,Típico : –Mamá –¿Qué? –¡Te quiero mucho! –¡No tengo dinero! noun punctuation punctuation noun punctuation punctuation pronoun punctuation punctuation punctuation pronoun verb pronoun punctuation punctuation punctuation adverb verb noun punctuation,3,1
203,Típico : Morder a las personas para demostrarles cariño. noun punctuation verb adposition determiner noun adposition verb pronoun noun punctuation,0,0
204,"Twitter es el pájaro que ha enjaulado a los humanos, ¿qué ironía, no? noun verb determiner noun pronoun verb verb adposition determiner noun punctuation punctuation determiner noun punctuation adverb punctuation",0,0
205,"Regla de matemáticas: Si parece fácil, lo estás haciendo mal. noun adposition noun punctuation conjunction verb adjective punctuation pronoun verb verb adverb punctuation",3,1
206,Te he notado muy cortante últimamente. Ok. punctuation noun verb verb adverb adjective adverb punctuation punctuation noun punctuation,3,1
207,"Levántate, no llores.. Solo di: ""vete a la mierda"" y sonrie. verb pronoun punctuation adverb verb punctuation punctuation adverb verb punctuation punctuation verb pronoun adposition determiner noun punctuation conjunction noun punctuation",4,0
208,"-Tengo hambre - ¿De qué? -De tus labios, para besarte como si no hubiese mañana –Ayyy ♥ ¿En serio? -No, pásame las galletitas. punctuation verb noun punctuation punctuation adposition pronoun punctuation punctuation adposition determiner noun punctuation adposition verb pronoun conjunction conjunction adverb verb noun punctuation noun punctuation punctuation adposition adjective punctuation punctuation adverb punctuation verb pronoun determiner noun punctuation",4,1
209,"Se que esto no susedera, pero donde @PitufoFilosofon Me llegase a seguir, me daría algo me da un chungo de la emocion. pronoun conjunction pronoun adverb verb punctuation conjunction pronoun punctuation noun verb adposition verb punctuation pronoun verb pronoun pronoun verb determiner noun adposition determiner noun punctuation",0,0
210,"Llega un cirujano al cielo y al verlo San Pedro le dice: ""Proveedores por la puerta de atrás""   verb determiner noun adposition determiner noun conjunction adposition determiner verb pronoun noun pronoun verb punctuation punctuation noun adposition determiner noun adposition adverb punctuation",4,1
211,"-Ma, ¿Soy fea?  -No, tenes todo lo que cualquier hombre quisiera tener.  -¿Enserio?  -Si, tenes bigote, voz gruesa y pelo en pecho. jajaja punctuation noun punctuation punctuation verb adjective punctuation punctuation adverb punctuation noun pronoun determiner pronoun determiner noun verb verb punctuation punctuation punctuation verb punctuation punctuation conjunction punctuation noun noun punctuation noun adjective conjunction noun adposition noun punctuation noun",4,1
212,Ese hermoso y único talento de llegar tarde a todas partes. determiner adjective conjunction adjective noun adposition verb adverb adposition determiner noun punctuation,1,1
213,"-Señor su suegra se ha roto una pierna -Doctor, ¿no cree que en estos casos lo mejor seria sacrificarla? punctuation interjection determiner noun pronoun verb verb determiner noun punctuation noun punctuation punctuation adverb verb conjunction adposition determiner noun determiner adverb adjective verb pronoun punctuation",3,1
214,"— ¿Cómo es tu firma? A ver firma esta hojita...
— ¿Aquí?, pero dice Acta de Matrimonio Civil...
— ¡Tú fírmale hombre! punctuation punctuation pronoun verb determiner noun punctuation adposition verb noun determiner noun punctuation punctuation punctuation adverb punctuation punctuation conjunction verb noun punctuation punctuation punctuation pronoun verb pronoun interjection punctuation",4,1
215,Por ese ataque de pánico que te da cuando tocas tu bolsillo y no sientes el celular. adposition determiner noun adposition noun pronoun pronoun verb conjunction noun determiner noun conjunction adverb verb determiner adjective punctuation,0,0
216,No hay traición más grande que decir quién fue el que te regaló el chicle. adverb verb noun adverb adjective conjunction verb pronoun verb determiner pronoun pronoun verb determiner noun punctuation,0,0
217,"—Mi virginidad es como la Nutella. —¿Cómo? —Nutella voy a dar. JAJAJAJAJAJA ¡suéltenme, malditos! ¡que no estoy loco! Jajaja. punctuation noun noun verb conjunction determiner noun punctuation punctuation punctuation pronoun punctuation punctuation noun verb adposition verb punctuation noun punctuation verb pronoun punctuation noun punctuation punctuation conjunction adverb verb noun punctuation noun punctuation",2,1
218,el Internet es el único que se cae y nadie se ríe. determiner noun verb determiner adjective pronoun pronoun verb conjunction pronoun pronoun verb punctuation,0,0
219,"—¿Te gusta? —NO. —¿Y entonces porque sonríes al escuchar su nombre?. —Como no me voy a reír, si se llama ""Elvio Lado"". punctuation punctuation pronoun verb punctuation punctuation noun punctuation punctuation punctuation conjunction adverb conjunction verb adposition determiner verb determiner noun punctuation punctuation punctuation noun adverb pronoun verb adposition verb punctuation conjunction pronoun verb punctuation noun punctuation punctuation",2,1
220,"Típico: Romper algo y tratar de dejarlo como estaba, para que se le rompa al próximo que lo toque. noun punctuation verb pronoun conjunction verb adposition verb pronoun conjunction verb punctuation adposition pronoun pronoun pronoun verb adposition determiner adjective pronoun pronoun verb punctuation",1,1
221,"—Mamá, en el colegio me quitan el bocadillo. —Ay, hijo mío, ¿otra vez voy a tener que ir a hablar con tus alumnos? punctuation noun punctuation adposition determiner noun pronoun verb determiner noun punctuation punctuation noun punctuation noun adjective punctuation punctuation determiner noun verb adposition verb conjunction verb adposition verb adposition determiner noun punctuation",3,1
222,Típico: Siempre te despiertas con mas sueño. noun punctuation adverb pronoun adjective adposition conjunction noun punctuation,0,0
223,"No intentes ser diferente para agradarle a alguien, pronto llegará alguien a quien le agrades por ser tú. BUEN DIA adverb verb verb adjective adposition verb pronoun adposition pronoun punctuation adverb verb pronoun adposition pronoun pronoun verb adposition verb pronoun punctuation noun",0,0
224,"Un tipo en una fiesta va a un arbusto a orinar, pasa una Sra. y dice: -Animal, bestia salvaje. El dice: -Pase q lo tengo agarrado! determiner noun adposition determiner noun verb adposition determiner noun adposition verb punctuation verb determiner noun conjunction verb punctuation punctuation noun punctuation noun adjective punctuation determiner verb punctuation punctuation verb noun pronoun verb noun punctuation",5,1
225,"Ver una película de guerras y pensar: 'Yo si estoy ahí me hago el muerto"". verb determiner noun adposition noun conjunction verb punctuation punctuation pronoun conjunction verb adverb pronoun verb determiner verb punctuation punctuation",1,1
226,"Pregunta el enfermero a un señor: -Ud vende la sangre o la dona? - Nooo la sangre, la sangre. by @pachequeando verb determiner noun adposition determiner noun punctuation punctuation noun verb determiner noun conjunction pronoun verb punctuation punctuation noun determiner noun punctuation determiner noun punctuation noun punctuation verb",0,0
227,"-Quiero que nuestra amistad sea como las nalgas -Cómo?! -Si, para que siempre estemos juntos y no nos separe cualquier cagada.  punctuation verb conjunction determiner noun verb conjunction determiner noun punctuation pronoun punctuation punctuation punctuation conjunction punctuation adposition conjunction adverb verb adjective conjunction adverb pronoun verb determiner noun punctuation",1,1
228,"Soy de ese 99,9999999999% de alumnos que odia los exámenes teóricos de educación física. verb adposition determiner number adposition noun pronoun verb determiner noun adjective adposition noun adjective punctuation",1,1
229,¿Qué hacen un Apio y una Zanahoria en el estadio? Apoyando al Chicharito...   punctuation pronoun verb determiner noun conjunction determiner noun adposition determiner noun punctuation verb adposition determiner noun punctuation,1,1
230,1- No hacer nada. 2- Darte cuenta que tienes mucho que hacer. 3- Intentar organizarte. 4- Agobiarte. 5- Volver al paso 1 :) number punctuation adverb verb pronoun punctuation number punctuation verb conjunction verb pronoun pronoun verb punctuation number punctuation verb verb pronoun punctuation number punctuation verb pronoun punctuation number punctuation verb adposition determiner noun number punctuation punctuation,0,0
231,Te voy a dar dos medallas : Una por idiota y otra por si la pierdes. pronoun verb adposition verb number noun punctuation determiner adposition noun conjunction pronoun adposition conjunction pronoun verb punctuation,2,1
232,Lo bueno: Tu esposa dejó de hablarte. Lo malo: Quiere el divorcio. Lo feo: Es abogada. determiner adjective punctuation determiner noun verb adposition verb pronoun punctuation determiner adjective punctuation verb determiner noun punctuation determiner adjective punctuation verb noun punctuation,2,1
233,Me cae bien la gente que no intenta caerle bien a nadie. pronoun verb adverb determiner noun pronoun adverb verb verb pronoun adverb adposition pronoun punctuation,0,0
234,"No me explico como engordo, si voy al gimnasio todos los lunes de la semana que viene. adverb pronoun verb conjunction verb punctuation conjunction verb adposition determiner noun determiner determiner date adposition determiner noun pronoun verb punctuation",4,1
